pc11_state_id,pc11_district_id,pc11_subdistrict_id,pc11_urb_share,pc11_slum_pop,pc11_vd_area,pc11_td_area,pc11_tot_area,pc11_pop_dens,pc11r_pca_tot_p,pc11u_pca_tot_p,pc11_pca_tot_p,pc11r_pca_tot_m,pc11u_pca_tot_m,pc11_pca_tot_m,pc11r_pca_tot_f,pc11u_pca_tot_f,pc11_pca_tot_f,pc11r_pca_p_lit,pc11u_pca_p_lit,pc11_pca_p_lit,pc11r_pca_m_lit,pc11u_pca_m_lit,pc11_pca_m_lit,pc11r_pca_f_lit,pc11u_pca_f_lit,pc11_pca_f_lit,pc11r_pca_p_sc,pc11u_pca_p_sc,pc11_pca_p_sc,pc11r_pca_m_sc,pc11u_pca_m_sc,pc11_pca_m_sc,pc11r_pca_f_sc,pc11u_pca_f_sc,pc11_pca_f_sc,pc11r_pca_p_st,pc11u_pca_p_st,pc11_pca_p_st,pc11r_pca_m_st,pc11u_pca_m_st,pc11_pca_m_st,pc11r_pca_f_st,pc11u_pca_f_st,pc11_pca_f_st
08,111,00553,.37954411,3181,1473.110800628662,39.66,1512.7708,425.83188,399689,244497,644186,204580,126837,331417,195109,117660,312769,245816,159407,405223,149163,92080,241243,96653,67327,163980,72089,23609,95698,37063,12340,49403,35026,11269,46295,6491,2225,8716,3329,1184,4513,3162,1041,4203
08,111,00554,.13691491,0,1306.357401161194,102.61,1408.9674,300.44272,365356,57958,423314,186789,29201,215990,178567,28757,207324,218134,35579,253713,132545,21009,153554,85589,14570,100159,69091,11345,80436,35633,5701,41334,33458,5644,39102,10614,712,11326,5487,370,5857,5127,342,5469
08,111,00555,.18834344,0,1318.886501741409,78.92999999999999,1397.8165,417.31372,473462,109866,583328,244103,57160,301263,229359,52706,282065,288778,73362,362140,177492,43671,221163,111286,29691,140977,65620,15187,80807,34187,8033,42220,31433,7154,38587,20960,2824,23784,10784,1448,12232,10176,1376,11552
08,111,00556,.10645869,0,1185.423600082398,24.56,1209.9836,330.50943,357337,42574,399911,187219,22303,209522,170118,20271,190389,212683,29880,242563,133128,17457,150585,79555,12423,91978,49952,7713,57665,26322,4028,30350,23630,3685,27315,25348,2013,27361,13339,1039,14378,12009,974,12983
08,112,00557,.25924915,0,1205.883500671387,25,1230.8835,205.49629,187367,65575,252942,95217,33173,128390,92150,32402,124552,103092,39401,142493,64004,23086,87090,39088,16315,55403,42301,6678,48979,21668,3415,25083,20633,3263,23896,249,65,314,135,39,174,114,26,140
08,112,00558,.13538688,0,1647.313695678711,14.5,1661.8137,238.89742,343254,53749,397003,174495,27808,202303,168759,25941,194700,192293,34133,226426,119440,20476,139916,72853,13657,86510,70231,4531,74762,36129,2355,38484,34102,2176,36278,382,91,473,212,51,263,170,40,210
08,112,00559,0,0,2081.162105636597,0,2081.1621,129.26624,269024,0,269024,138528,0,138528,130496,0,130496,133398,0,133398,86216,0,86216,47182,0,47182,68225,0,68225,35135,0,35135,33090,0,33090,381,0,381,198,0,198,183,0,183
08,112,00560,.34352079,12121,2888.409797821045,173.56,3061.9697,171.4341,344603,180323,524926,177533,92365,269898,167070,87958,255028,168841,106594,275435,108798,63344,172142,60043,43250,103293,83817,22067,105884,43258,11292,54550,40559,10775,51334,477,230,707,253,125,378,224,105,329
08,112,00561,0,0,1647.887500610351,0,1647.8875,117.07353,192924,0,192924,100077,0,100077,92847,0,92847,91221,0,91221,59307,0,59307,31914,0,31914,44775,0,44775,23142,0,23142,21633,0,21633,220,0,220,110,0,110,110,0,110
08,112,00562,.2074286,7296,2172.312493782043,58.9,2231.2124,174.31285,308254,80675,388929,158369,41680,200049,149885,38995,188880,156420,50019,206439,101919,29933,131852,54501,20086,74587,72993,14582,87575,37660,7432,45092,35333,7150,42483,946,445,1391,490,239,729,456,206,662
08,112,00563,.053521201,0,1893.343997917175,14.17,1907.514,160.47221,289720,16383,306103,147146,8409,155555,142574,7974,150548,144284,10407,154691,92407,6142,98549,51877,4265,56142,63524,3215,66739,32193,1654,33847,31331,1561,32892,870,51,921,435,25,460,435,26,461
08,112,00564,.073487334,17.01315498352051,1108.979700012207,7,1115.9797,201.98665,208848,16565,225413,106441,8457,114898,102407,8108,110515,100117,10694,110811,64249,6240,70489,35868,4454,40322,45197,2446,47643,23106,1233,24339,22091,1213,23304,460,70,530,238,34,272,222,36,258
08,112,00565,.404773,1136.98681640625,1060.795897521973,85,1145.7959,301.59735,205692,139877,345569,105560,72155,177715,100132,67722,167854,108208,76587,184795,68349,45856,114205,39859,30731,70590,50232,18714,68946,26089,9713,35802,24143,9001,33144,329,129,458,165,75,240,164,54,218
08,112,00566,.20759428,9415,1449.439901351929,36.5,1485.9399,272.4942,320853,84057,404910,165405,43507,208912,155448,40550,195998,177547,55368,232915,110548,32436,142984,66999,22932,89931,72232,14151,86383,37669,7308,44977,34563,6843,41406,4747,276,5023,2489,162,2651,2258,114,2372
08,113,00567,.088412218,24244,7666.60759475708,9,7675.6074,73.552483,514646,49914,564560,270291,26076,296367,244355,23838,268193,230412,30804,261216,152744,18136,170880,77668,12668,90336,88593,6926,95519,46441,3591,50032,42152,3335,45487,20819,262,21081,10918,136,11054,9901,126,10027
08,113,00568,0,0,3507.566006011963,0,3507.5659,132.64383,465257,0,465257,242164,0,242164,223093,0,223093,217611,0,217611,144702,0,144702,72909,0,72909,84086,0,84086,43503,0,43503,40583,0,40583,19656,0,19656,10184,0,10184,9472,0,9472
08,113,00569,0,0,2427.487500076294,0,2427.4875,132.21571,320952,0,320952,165645,0,165645,155307,0,155307,155240,0,155240,103777,0,103777,51463,0,51463,69580,0,69580,35946,0,35946,33634,0,33634,2876,0,2876,1483,0,1483,1393,0,1393
08,113,00570,.82591802,254096,1593.212307891846,107.75,1700.9623,810.26135,239924,1138300,1378224,124447,598795,723242,115477,539505,654982,124077,795289,919366,80562,453401,533963,43515,341888,385403,40050,142549,182599,20656,73663,94319,19394,68886,88280,8126,27368,35494,4255,14330,18585,3871,13038,16909
08,113,00571,0,0,3820.855400848389,0,3820.8555,118.33318,452134,0,452134,237085,0,237085,215049,0,215049,208553,0,208553,140931,0,140931,67622,0,67622,82565,0,82565,42998,0,42998,39567,0,39567,26515,0,26515,13790,0,13790,12725,0,12725
08,113,00572,0,0,1634.188503112793,0,1634.1885,135.8344,221979,0,221979,114403,0,114403,107576,0,107576,116559,0,116559,74041,0,74041,42518,0,42518,35728,0,35728,18548,0,18548,17180,0,17180,10991,0,10991,5635,0,5635,5356,0,5356
08,113,00573,.26895821,15507,1517.539398117066,112.25,1629.7894,174.29184,207659,76400,284059,106293,38729,145022,101366,37671,139037,105888,47099,152987,68942,28517,97459,36946,18582,55528,46435,11512,57947,23995,5858,29853,22440,5654,28094,1842,469,2311,983,255,1238,859,214,1073
08,114,00574,.24683961,14741,23880.01087387085,62.38,23942.391,11.078134,199766,65471,265237,108579,36432,145011,91187,29039,120226,85285,44075,129360,59650,27415,87065,25635,16660,42295,32887,7118,40005,17655,3848,21503,15232,3270,18502,15433,3454,18887,8208,1824,10032,7225,1630,8855
08,114,00575,.077566504,7759,9482.06809890747,8,9490.0684,31.997873,280108,23554,303662,148854,12829,161683,131254,10725,141979,119877,15289,135166,82557,9647,92204,37320,5642,42962,40289,2628,42917,21309,1373,22682,18980,1255,20235,15801,1702,17503,8347,915,9262,7454,787,8241
08,114,00576,0,0,4352.265692749023,0,4352.2656,23.210899,101020,0,101020,55014,0,55014,46006,0,46006,44127,0,44127,31146,0,31146,12981,0,12981,16212,0,16212,8591,0,8591,7621,0,7621,6039,0,6039,3203,0,3203,2836,0,2836
08,115,00577,0,0,6616.316198883057,0,6616.3164,35.832626,237080,0,237080,127247,0,127247,109833,0,109833,105075,0,105075,71894,0,71894,33181,0,33181,40679,0,40679,21325,0,21325,19354,0,19354,9790,0,9790,5152,0,5152,4638,0,4638
08,115,00578,0,0,3045.349096221924,0,3045.3491,83.192429,253350,0,253350,132783,0,132783,120567,0,120567,118971,0,118971,77379,0,77379,41592,0,41592,38469,0,38469,20144,0,20144,18325,0,18325,11333,0,11333,5961,0,5961,5372,0,5372
08,115,00579,.17620344,3568,3428.494596252442,29.01,3457.5046,122.2801,348288,74496,422784,181314,38715,220029,166974,35781,202755,161016,47965,208981,105802,28364,134166,55214,19601,74815,49939,10579,60518,26049,5470,31519,23890,5109,28999,33932,2511,36443,17767,1285,19052,16165,1226,17391
08,115,00580,0,0,2053.947699661255,0,2053.9478,132.70055,272560,0,272560,142442,0,142442,130118,0,130118,128816,0,128816,85573,0,85573,43243,0,43243,51287,0,51287,27008,0,27008,24279,0,24279,28892,0,28892,15079,0,15079,13813,0,13813
08,115,00581,.014348628,0,3961.541499938965,10.55,3972.0916,114.27506,447398,6513,453911,233722,3391,237113,213676,3122,216798,203847,3641,207488,133265,2262,135527,70582,1379,71961,65514,2223,67737,34204,1138,35342,31310,1085,32395,22184,22,22206,11673,9,11682,10511,13,10524
08,115,00582,.27197811,39726,2884.489598999024,25.79,2910.2795,127.38329,269893,100828,370721,143613,53667,197280,126280,47161,173441,127234,70051,197285,85525,41960,127485,41709,28091,69800,41312,15044,56356,21694,7812,29506,19618,7232,26850,15744,1539,17283,8324,827,9151,7420,712,8132
08,115,00583,0,0,1486.682501068115,0,1486.6825,72.645638,108001,0,108001,56709,0,56709,51292,0,51292,43604,0,43604,29784,0,29784,13820,0,13820,18152,0,18152,9510,0,9510,8642,0,8642,7058,0,7058,3719,0,3719,3339,0,3339
08,115,00584,0,0,4666.908000488282,0,4666.9082,103.9969,485344,0,485344,255419,0,255419,229925,0,229925,178102,0,178102,121653,0,121653,56449,0,56449,103216,0,103216,54077,0,54077,49139,0,49139,43252,0,43252,22814,0,22814,20438,0,20438
08,116,00585,0,0,984.2639978027344,0,984.26398,179.50673,176682,0,176682,90131,0,90131,86551,0,86551,72165,0,72165,48455,0,48455,23710,0,23710,36053,0,36053,18676,0,18676,17377,0,17377,10756,0,10756,5672,0,5672,5084,0,5084
08,116,00586,.07038416,0,1831.695095214844,28.11,1859.8051,128.85329,222775,16867,239642,110392,8588,118980,112383,8279,120662,111078,10508,121586,68122,6316,74438,42956,4192,47148,49714,2863,52577,25246,1439,26685,24468,1424,25892,30172,497,30669,15627,253,15880,14545,244,14789
08,116,00587,.20452456,4480,1198.737805862427,16.99,1215.7278,217.50182,210342,54081,264423,107070,28456,135526,103272,25625,128897,90584,34625,125209,60195,20892,81087,30389,13733,44122,49015,10975,59990,25527,5850,31377,23488,5125,28613,26036,3973,30009,13719,2100,15819,12317,1873,14190
08,116,00588,.15842514,2982,1582.762599182129,15.44,1598.2026,189.30829,254621,47932,302553,128388,24856,153244,126233,23076,149309,106487,27847,134334,70876,17451,88327,35611,10396,46007,40967,8783,49750,21015,4562,25577,19952,4221,24173,34520,3273,37793,18055,1692,19747,16465,1581,18046
08,116,00589,0,0,811.857899017334,0,811.85791,186.16681,151141,0,151141,78110,0,78110,73031,0,73031,61194,0,61194,42000,0,42000,19194,0,19194,20580,0,20580,10732,0,10732,9848,0,9848,13656,0,13656,7045,0,7045,6611,0,6611
08,116,00590,.067441709,5958,2989.671795578003,16,3005.6719,162.17938,454583,32875,487458,236942,17115,254057,217641,15760,233401,205498,18927,224425,137450,11857,149307,68048,7070,75118,89163,8057,97220,46614,4173,50787,42549,3884,46433,23034,865,23899,12108,438,12546,10926,427,11353
08,116,00591,0,0,986.7743996429443,0,986.77441,209.60312,206831,0,206831,106586,0,106586,100245,0,100245,90669,0,90669,60309,0,60309,30360,0,30360,41026,0,41026,21508,0,21508,19518,0,19518,31937,0,31937,16581,0,16581,15356,0,15356
08,117,00592,.19709967,5052,892.309194946289,4.8,897.10919,158.65292,114276,28053,142329,58440,14602,73042,55836,13451,69287,51853,20605,72458,34001,12068,46069,17852,8537,26389,23661,3989,27650,12351,2107,14458,11310,1882,13192,21764,1306,23070,11291,685,11976,10473,621,11094
08,117,00593,.24160169,12145,1165.771798553467,30.19,1195.9618,155.58942,141122,44957,186079,71175,23578,94753,69947,21379,91326,65028,30805,95833,42324,18356,60680,22704,12449,35153,34887,8650,43537,17956,4539,22495,16931,4111,21042,11713,3319,15032,6085,1776,7861,5628,1543,7171
08,117,00594,.15208685,3736,1121.055798974037,24,1145.0558,228.53558,221887,39799,261686,114090,20792,134882,107797,19007,126804,90049,25100,115149,60376,15419,75795,29673,9681,39354,22004,7031,29035,11456,3646,15102,10548,3385,13933,106453,3053,109506,53581,1588,55169,52872,1465,54337
08,117,00595,.39093778,628,844.3229994201661,49.14,893.46301,251.16205,136676,87728,224404,69911,46858,116769,66765,40870,107635,42400,62653,105053,29213,37059,66272,13187,25594,38781,6459,18712,25171,3389,9772,13161,3070,8940,12010,103058,11302,114360,52116,5903,58019,50942,5399,56341
08,117,00596,.036588114,0,1076.160801391602,12.74,1088.9008,203.73573,213731,8117,221848,110636,4149,114785,103095,3968,107063,83679,4634,88313,58199,2885,61084,25480,1749,27229,73932,2538,76470,38412,1271,39683,35520,1267,36787,29928,574,30502,15641,300,15941,14287,274,14561
08,118,00597,.099750414,1444,1340.274702758789,37.65,1377.9247,164.57794,204155,22621,226776,102462,11546,114008,101693,11075,112768,96445,14521,110966,62077,8526,70603,34368,5995,40363,45750,4038,49788,23493,2058,25551,22257,1980,24237,845,50,895,441,27,468,404,23,427
08,118,00598,0,0,1085.303400154114,0,1085.3033,189.12132,205254,0,205254,103005,0,103005,102249,0,102249,102003,0,102003,64989,0,64989,37014,0,37014,30472,0,30472,15457,0,15457,15015,0,15015,772,0,772,401,0,401,371,0,371
08,118,00599,.25127459,2184,1597.641897277832,30.57,1628.2119,135.64204,165359,55495,220854,82056,28646,110702,83303,26849,110152,84622,36653,121275,53078,21783,74861,31544,14870,46414,41047,8737,49784,21015,4529,25544,20032,4208,24240,931,326,1257,475,182,657,456,144,600
08,118,00600,0,0,1351.620799560547,0,1351.6208,89.494774,120963,0,120963,62111,0,62111,58852,0,58852,61229,0,61229,39334,0,39334,21895,0,21895,26319,0,26319,13569,0,13569,12750,0,12750,7212,0,7212,3781,0,3781,3431,0,3431
08,118,00601,.62454873,39814,1584.115892333984,159,1743.1158,211.33765,138311,230075,368386,69627,119924,189551,68684,110151,178835,68418,153880,222298,43203,90803,134006,25215,63077,88292,29797,34955,64752,15177,18164,33341,14620,16791,31411,11650,3979,15629,6026,2081,8107,5624,1898,7522
08,118,00602,.060328279,0,1399.4885962677,13.8,1413.2886,140.79079,186974,12004,198978,92083,6172,98255,94891,5832,100723,94178,8295,102473,58190,4807,62997,35988,3488,39476,41221,3086,44307,20837,1576,22413,20384,1510,21894,5931,534,6465,3092,262,3354,2839,272,3111
08,118,00603,.17611389,497,1210.29360168457,93.52,1303.8136,179.73198,193067,41270,234337,94829,20892,115721,98238,20378,118616,101102,24610,125712,60241,14712,74953,40861,9898,50759,41951,7904,49855,21231,3991,25222,20720,3913,24633,9956,3228,13184,5089,1649,6738,4867,1579,6446
08,118,00604,.27165678,12541,921.5764993286133,33.3,954.87653,207.48756,144303,53822,198125,71493,27789,99282,72810,26033,98843,74548,35042,109590,45275,20799,66074,29273,14243,43516,29731,9501,39232,15150,4982,20132,14581,4519,19100,21941,3620,25561,11351,1938,13289,10590,1682,12272
08,118,00605,.16945434,1851,1377.406098251343,71.3,1448.7061,182.16255,219181,44719,263900,109893,22894,132787,109288,21825,131113,101243,28904,130147,62510,17054,79564,38733,11850,50583,34974,8613,43587,17673,4426,22099,17301,4187,21488,72218,1385,73603,36811,763,37574,35407,622,36029
08,119,00606,.370336,32049,1662.937796134949,45.49,1708.4279,244.8046,263345,154886,418231,135114,80024,215138,128231,74862,203093,124347,104952,229299,81033,59932,140965,43314,45020,88334,55204,24882,80086,28222,12749,40971,26982,12133,39115,3875,1788,5663,1994,930,2924,1881,858,2739
08,119,00607,.72369605,116475,740.9603989028931,266.1900000000001,1007.1504,792.78528,220616,577838,798454,113633,297078,410711,106983,280760,387743,118716,439804,558520,75569,240483,316052,43147,199321,242468,31968,139816,171784,16490,71385,87875,15478,68431,83909,820,10518,11338,414,5485,5899,406,5033,5439
08,119,00608,0,0,647.1018017578125,0,647.10181,197.50061,127803,0,127803,65075,0,65075,62728,0,62728,64980,0,64980,41671,0,41671,23309,0,23309,19140,0,19140,9556,0,9556,9584,0,9584,1231,0,1231,637,0,637,594,0,594
08,119,00609,.4407599,4275,662.5719024181366,17.69,680.2619,504.12201,191783,151152,342935,96466,77616,174082,95317,73536,168853,108595,111576,220171,69090,62145,131235,39505,49431,88936,18389,30284,48673,9293,15366,24659,9096,14918,24014,1181,442,1623,571,236,807,610,206,816
08,119,00610,.17159349,0,851.0658011245728,17.89,868.95581,257.98895,185713,38468,224181,95202,19585,114787,90511,18883,109394,87982,26564,114546,60108,14854,74962,27874,11710,39584,20891,5547,26438,10639,2818,13457,10252,2729,12981,5726,713,6439,2875,365,3240,2851,348,3199
08,119,00611,.2709749,0,749.7274971771241,22.93,772.65747,242.65086,136682,50804,187486,69889,28581,98470,66793,22223,89016,67772,39049,106821,44577,23745,68322,23195,15304,38499,18772,10238,29010,9607,5310,14917,9165,4928,14093,3429,276,3705,1697,156,1853,1732,120,1852
08,119,00612,0,0,818.8292991638184,0,818.82928,154.44733,126466,0,126466,64154,0,64154,62312,0,62312,58279,0,58279,39408,0,39408,18871,0,18871,26695,0,26695,13511,0,13511,13184,0,13184,4986,0,4986,2501,0,2501,2485,0,2485
08,119,00613,.1316548,2549,1005.857695465088,5,1010.8577,153.07596,134366,20372,154738,68268,10468,78736,66098,9904,76002,57534,11017,68551,38967,6839,45806,18567,4178,22745,27393,3032,30425,14064,1522,15586,13329,1510,14839,6419,805,7224,3246,415,3661,3173,390,3563
08,119,00614,.20660098,12559,993.4597993087768,7,1000.4598,202.66483,160868,41890,202758,81596,21336,102932,79272,20554,99826,76817,28689,105506,51347,16500,67847,25470,12189,37659,38194,7582,45776,19382,3836,23218,18812,3746,22558,20897,376,21273,10697,189,10886,10200,187,10387
08,120,00615,.14955024,0,1473.295496406555,45.35,1518.6455,158.63412,204881,36028,240909,105020,18605,123625,99861,17423,117284,100335,24233,124568,65360,14083,79443,34975,10150,45125,41848,6527,48375,21405,3358,24763,20443,3169,23612,8433,223,8656,4353,119,4472,4080,104,4184
08,120,00616,0,0,682.1814992284775,0,682.18152,172.45264,117644,0,117644,60740,0,60740,56904,0,56904,57629,0,57629,38337,0,38337,19292,0,19292,27238,0,27238,14001,0,14001,13237,0,13237,11124,0,11124,5680,0,5680,5444,0,5444
08,120,00617,.20586932,0,1022.935801563263,55.05,1077.9858,228.00578,195187,50600,245787,101301,22323,123624,93886,28277,122163,98361,37455,135816,65810,17352,83162,32551,20103,52654,44760,7682,52442,23243,3851,27094,21517,3831,25348,38811,1005,39816,20235,487,20722,18576,518,19094
08,120,00618,.57632285,0,688.6681990432739,60.5,749.16821,382.83524,121514,165294,286808,62592,84806,147398,58922,80488,139410,60506,97064,157570,40830,56088,96918,19676,40976,60652,27177,26891,54068,14031,13859,27890,13146,13032,26178,15898,1796,17694,8259,984,9243,7639,812,8451
08,120,00619,.16040716,832,986.7512980270386,54.14,1040.8914,141.10022,123311,23559,146870,62849,12029,74878,60462,11530,71992,61648,14715,76363,40859,8856,49715,20789,5859,26648,26623,3759,30382,13588,1910,15498,13035,1849,14884,10637,94,10731,5557,46,5603,5080,48,5128
08,120,00620,.10291127,0,1228.360301971436,3.75,1232.1104,174.01688,192343,22065,214408,98637,12011,110648,93706,10054,103760,95616,16935,112551,63636,9966,73602,31980,6969,38949,41170,4122,45292,21096,2226,23322,20074,1896,21970,42893,845,43738,22325,424,22749,20568,421,20989
08,120,00621,.11946122,0,983.2626017189026,7,990.26257,170.56082,148723,20177,168900,76906,10317,87223,71817,9860,81677,72607,12555,85162,49699,7453,57152,22908,5102,28010,27159,2947,30106,14024,1518,15542,13135,1429,14564,46152,296,46448,24038,170,24208,22114,126,22240
08,121,00622,.0073691001,0,1339.287998657227,0,1339.288,165.46181,219968,1633,221601,114242,857,115099,105726,776,106502,101357,301,101658,66846,202,67048,34511,99,34610,40293,764,41057,20728,405,21133,19565,359,19924,40557,465,41022,21133,236,21369,19424,229,19653
08,121,00623,.099377774,2908,1142.336900978088,8.5,1150.8369,170.37166,176585,19485,196070,92236,10098,102334,84349,9387,93736,83977,12750,96727,56530,7636,64166,27447,5114,32561,32216,2645,34861,16789,1383,18172,15427,1262,16689,41142,501,41643,21762,276,22038,19380,225,19605
08,121,00624,.31827897,0,643.8060004425049,41,684.80603,186.49806,87066,40649,127715,45457,21004,66461,41609,19645,61254,44806,27093,71899,29546,16197,45743,15260,10896,26156,14104,11534,25638,7334,5938,13272,6770,5596,12366,29480,1419,30899,15486,767,16253,13994,652,14646
08,121,00625,.29466772,2860,663.3735002136231,89.90000000000001,753.2735,204.42375,108612,45375,153987,56203,23461,79664,52409,21914,74323,60803,30208,91011,38507,17925,56432,22296,12283,34579,22145,8824,30969,11438,4591,16029,10707,4233,14940,28470,4082,32552,14727,2138,16865,13743,1944,15687
08,121,00626,.2808013,0,1866.204902076721,38.53,1904.7349,216.05789,295974,115559,411533,153596,60006,213602,142378,55553,197931,142575,81174,223749,92143,46173,138316,50432,35001,85433,59559,18704,78263,31025,9702,40727,28534,9002,37536,77356,5077,82433,40207,2722,42929,37149,2355,39504
08,122,00627,.065364182,6805,1112.086997566223,25,1137.087,223.49213,237519,16611,254130,118766,8440,127206,118753,8171,126924,111623,10161,121784,71010,5891,76901,40613,4270,44883,36263,3602,39865,18247,1864,20111,18016,1738,19754,19636,1616,21252,9700,808,10508,9936,808,10744
08,122,00628,.19629551,6900,608.4063005828857,12,620.40631,223.4713,111428,27215,138643,56836,14286,71122,54592,12929,67521,59114,19295,78409,37454,11277,48731,21660,8018,29678,18487,3134,21621,9464,1621,11085,9023,1513,10536,9372,439,9811,4825,236,5061,4547,203,4750
08,122,00629,.14645928,5467,1128.915998840332,56.52,1185.436,174.63617,176700,30320,207020,89868,15279,105147,86832,15041,101873,78198,20489,98687,51360,11552,62912,26838,8937,35775,38547,5850,44397,19667,2926,22593,18880,2924,21804,18406,808,19214,9378,423,9801,9028,385,9413
08,122,00630,0,0,667.9556015014648,0,667.95563,185.21291,123714,0,123714,62298,0,62298,61416,0,61416,59492,0,59492,37814,0,37814,21678,0,21678,20583,0,20583,10373,0,10373,10210,0,10210,9023,0,9023,4504,0,4504,4519,0,4519
08,122,00631,0,0,1225.435300483704,0,1225.4353,192.29085,235640,0,235640,115728,0,115728,119912,0,119912,106066,0,106066,66661,0,66661,39405,0,39405,37829,0,37829,18575,0,18575,19254,0,19254,13465,0,13465,6578,0,6578,6887,0,6887
08,122,00632,0,0,519.5087008666992,0,519.50873,188.38759,97869,0,97869,48256,0,48256,49613,0,49613,44579,0,44579,28233,0,28233,16346,0,16346,16184,0,16184,8031,0,8031,8153,0,8153,6986,0,6986,3514,0,3514,3472,0,3472
08,122,00633,.13900034,0,635.826600265503,6,641.8266,210.47118,116309,18777,135086,57267,9580,66847,59042,9197,68239,56519,12481,69000,35245,7339,42584,21274,5142,26416,20031,4523,24554,9889,2279,12168,10142,2244,12386,8944,453,9397,4399,229,4628,4545,224,4769
08,122,00634,.66544813,15631,837.4851984405518,136.05,973.53522,572.92328,186600,371161,557761,94360,192972,287332,92240,178189,270429,96217,264838,361055,59997,150005,210002,36220,114833,151053,34101,50271,84372,16876,25839,42715,17225,24432,41657,9205,4556,13761,4630,2424,7054,4575,2132,6707
08,122,00635,0,0,931.7284030914307,0,931.72839,187.50206,174701,0,174701,88901,0,88901,85800,0,85800,76732,0,76732,50104,0,50104,26628,0,26628,31041,0,31041,15836,0,15836,15205,0,15205,10221,0,10221,5267,0,5267,4954,0,4954
08,122,00636,.094529621,13131,1041.509701499939,5,1046.5096,208.09459,197187,20586,217773,101513,10538,112051,95674,10048,105722,99029,13442,112471,64285,7949,72234,34744,5493,40237,36769,2840,39609,18861,1406,20267,17908,1434,19342,70436,5653,76089,36685,2968,39653,33751,2685,36436
08,122,00637,.078346148,2241,894.7227000236511,84,978.72272,180.54449,162859,13844,176703,83228,7048,90276,79631,6796,86427,73832,8761,82593,47732,5147,52879,26100,3614,29714,30387,2619,33006,15557,1334,16891,14830,1285,16115,20534,402,20936,10602,218,10820,9932,184,10116
08,122,00638,.15801884,0,615.626600074768,13.6,629.22662,142.21109,75343,14140,89483,38357,7215,45572,36986,6925,43911,35536,9722,45258,23000,5527,28527,12536,4195,16731,11721,3165,14886,6069,1618,7687,5652,1547,7199,18356,762,19118,9258,380,9638,9098,382,9480
08,123,00639,.067640021,0,673.3888006782531,4,677.38879,252.47391,159455,11568,171023,80490,5875,86365,78965,5693,84658,87107,7725,94832,55866,4517,60383,31241,3208,34449,15551,1972,17523,7783,1007,8790,7768,965,8733,2965,31,2996,1514,18,1532,1451,13,1464
08,123,00640,.15899135,440,550.2309991073608,24,574.23102,192.81961,93119,17604,110723,46323,8899,55222,46796,8705,55501,44474,11746,56220,28060,6862,34922,16414,4884,21298,16926,3455,20381,8443,1697,10140,8483,1758,10241,4984,335,5319,2548,174,2722,2436,161,2597
08,123,00641,.20122069,1178,504.6560021972657,32,536.65601,221.6485,95014,23935,118949,47708,12154,59862,47306,11781,59087,44184,16217,60401,28087,9368,37455,16097,6849,22946,15339,5125,20464,7782,2548,10330,7557,2577,10134,10181,536,10717,5241,263,5504,4940,273,5213
08,123,00642,0,0,765.0204998779296,0,765.02051,188.5322,144231,0,144231,70366,0,70366,73865,0,73865,63066,0,63066,39829,0,39829,23237,0,23237,13025,0,13025,6509,0,6509,6516,0,6516,43076,0,43076,21598,0,21598,21478,0,21478
08,123,00643,.35837373,0,555.5748020172119,75.56999999999999,631.14478,372.56113,150872,84268,235140,76324,43486,119810,74548,40782,115330,78683,60853,139536,49559,34685,84244,29124,26168,55292,19346,11244,30590,9877,5713,15590,9469,5531,15000,25961,4966,30927,13100,2583,15683,12861,2383,15244
08,123,00644,0,0,558.1690003967285,0,558.16901,236.1292,131800,0,131800,66260,0,66260,65540,0,65540,68399,0,68399,43435,0,43435,24964,0,24964,22303,0,22303,11203,0,11203,11100,0,11100,13137,0,13137,6619,0,6619,6518,0,6518
08,123,00645,.1897798,0,771.045702328682,30.59,801.63568,305.28955,198286,46445,244731,99489,23965,123454,98797,22480,121277,101492,35193,136685,63602,19464,83066,37890,15729,53619,19294,4588,23882,9791,2385,12176,9503,2203,11706,49687,4950,54637,25008,2507,27515,24679,2443,27122
08,124,00646,.096293472,0,1180.101900815964,13.24,1193.3419,415.15594,447717,47706,495423,224841,24900,249741,222876,22806,245682,214420,37657,252077,132110,20753,152863,82310,16904,99214,11047,3502,14549,5684,1796,7480,5363,1706,7069,379500,5481,384981,189917,2844,192761,189583,2637,192220
08,124,00647,0,0,681.075298910141,0,681.07532,329.24847,224243,0,224243,112422,0,112422,111821,0,111821,109809,0,109809,68223,0,68223,41586,0,41586,10523,0,10523,5356,0,5356,5167,0,5167,119085,0,119085,59202,0,59202,59883,0,59883
08,124,00648,.099483728,921,772.6621020793915,14.59,787.25208,435.98743,309086,34146,343232,152622,17043,169665,156464,17103,173567,155864,23219,179083,94065,12747,106812,61799,10472,72271,13762,4002,17764,6901,2005,8906,6861,1997,8858,193816,9456,203272,95713,4755,100468,98103,4701,102804
08,124,00649,.021160496,0,1094.529199790955,5.41,1099.9392,296.06546,318763,6891,325654,161161,3543,164704,157602,3348,160950,135758,4864,140622,85173,2749,87922,50585,2115,52700,8977,454,9431,4582,219,4801,4395,235,4630,274685,1414,276099,138503,697,139200,136182,717,136899
