lgd_state_id,lgd_district_id,pc11r_hl_dw_loc_inprem_no,pc11r_hl_dw_loc_nearprem_no,pc11r_hl_dw_loc_far_no,pc11u_hl_dw_loc_inprem_no,pc11u_hl_dw_loc_nearprem_no,pc11u_hl_dw_loc_far_no,pc11r_hl_dw_loc_inprem_sh,pc11r_hl_dw_loc_nearprem_sh,pc11r_hl_dw_loc_far_sh,pc11u_hl_dw_loc_inprem_sh,pc11u_hl_dw_loc_nearprem_sh,pc11u_hl_dw_loc_far_sh,pc11r_pca_no_hh,pc11u_pca_no_hh,pc11_pca_no_hh
05,051,5577169.893928528,3474099.601560593,2448834.197651625,6497802.85546875,793719.8083496094,351636.603515625,48.496284,30.209036,21.29384,85.017502,10.38506,4.6008267,115002,76429,191431
05,052,3753480.704833984,6885849.399581909,2975592.501312256,2232992.697265625,220625.5985717773,107028.9987792969,27.562643,50.564323,21.850437,87.233093,8.6188612,4.1811471,136180,25598,161778
05,053,3334062.907718658,3925696.402866364,2418375.101327896,1497969.5625,194690.0068359375,82008.00341796875,34.444221,40.556393,24.984247,84.349884,10.962893,4.6178279,96796,17759,114555
05,054,1416440.703590393,2146510.101264954,1524461.901512146,225220.697265625,23056.79931640625,17958.80078125,27.827366,42.170292,29.949547,84.669434,8.6679697,6.7514291,50901,2660,53561
05,055,2746874.804092407,4904308.190666199,3921513.995552063,1603264.4609375,75305.400390625,23876.79998779297,23.725565,42.359951,33.871269,94.182251,4.4237442,1.40262,115777,17023,132800
05,056,15114363.47868347,3847294.096740723,867663.2988357544,9876968.5625,839302.7080078125,276309.8012695313,76.087311,19.367687,4.367909,89.842896,7.6344666,2.5133696,198645,109936,308581
05,057,2449302.607170105,1868250.40284729,1865825.398483276,507712.7141113281,38707.99884033203,22379.2998046875,39.559753,30.174927,30.135759,89.260323,6.8052039,3.9344761,61914,5688,67602
06,058,9410003.213783264,1984841.202262878,375386.3989334106,9433482.453125,1054569.317016602,174874.3033981323,79.947693,16.863276,3.1892951,88.467651,9.889802,1.6399796,117702,106632,224334
06,059,6456887.880744934,5286183.905334473,4589814.985862732,4215156.609375,738749.40625,263341.796875,39.532532,32.364853,28.101309,80.796562,14.160425,5.0477629,163331,52170,215501
06,060,4022156.735290527,1715855.995643616,598116.0958633423,21752687.625,4958678.903320313,2873080.600585938,63.474998,27.078497,9.4390697,73.599953,16.77763,9.7210331,63366,295553,358919
06,061,9443636.099975586,3769269.397918701,1300894.195991516,3154149.671875,327408.2041015625,67868.00077819824,65.067047,25.970425,8.9632158,88.849289,9.2227659,1.9117746,145137,35500,180637
06,062,5677692.407623291,2090688.909736633,1099007.292358398,20507861.125,2385652.000976563,860866.8234863281,64.02594,23.576185,12.393235,86.258087,10.034288,3.6208909,88678,237750,326428
06,063,11390505.00846863,6383781.309326172,4790774.788665771,8861113.68359375,1443072.75,685617.685546875,50.478416,28.290508,21.230904,80.587082,13.123974,6.2353253,225651,109957,335608
06,064,7454882.60723114,3304787.699157715,2890559.812469482,4021060.1875,405513.1007843018,456834.890625,54.613323,24.210367,21.175797,82.346466,8.3044195,9.3554277,136503,48831,185334
06,065,7322735.286552429,6826738.021972656,4844463.894256592,4860477.1875,655781,370150.001953125,38.55106,35.939846,25.504025,82.575508,11.14118,6.2885442,189949,58861,248810
06,066,7866871.402313232,5597735.316864014,2430011.708145142,3847440.9375,658832,119227,49.494301,35.218063,15.288381,83.178917,14.243476,2.5776024,158945,46255,205200
06,067,14577268.51128387,3998421.904354095,1279345.292953491,8552099.171875,607378.400390625,195522.9998779297,73.420845,20.13872,6.4436359,91.476082,6.4967203,2.0913787,198544,93490,292034
06,068,9812092.814926147,2652067.500175476,618075.09815979,5338120.890625,329571.61328125,65987.3994140625,75.002235,20.272026,4.7244778,93.130043,5.7497797,1.1512308,130824,57319,188143
06,069,6469612.588531494,5227333.285125732,3014873.028625488,1747572.552734375,404235.6015625,307971.4013671875,43.974476,35.530602,20.492332,71.068428,16.439024,12.524254,147122,24590,171712
06,070,2856109.697601318,1480298.100959778,279007.100982666,5888881.21875,868904.2281494141,337601.8011474609,61.882172,32.073017,6.0451336,82.996933,12.246194,4.7581048,46154,70953,117107
06,071,6639950.067138672,4171928.0284729,1380860.801612854,9308960.3828125,1522651.401367188,550739.4937744141,54.458851,34.216885,11.3254,81.826942,13.384299,4.8410702,121926,113764,235690
06,072,7989979.903068542,3292909.798339844,1738321.702964783,4156788.52734375,421478.0078125,196429.7017822266,61.320347,25.27195,13.341021,87.064102,8.8278742,4.1142278,130299,47744,178043
06,073,5906869.053367615,3274791.785461426,2563471.291847229,8058594.9140625,573847.609375,321357.7897949219,50.292625,27.882433,21.826065,90.001953,6.4089842,3.589066,117450,89538,206988
06,074,14363286.21594238,3007720.893852234,891029.8952331543,5743177.1875,400933.9921875,162855.0061035156,78.276169,16.391296,4.8558812,91.051704,6.3563638,2.5818853,183495,63076,246571
06,075,9689412.282951355,6061152.302444458,3001789.486068726,7853058.41015625,748144.90234375,416196.697265625,51.662537,32.317184,16.005106,87.087837,8.2966805,4.6154847,187552,90174,277726
06,076,10592528.88336182,2456499.40549469,616167.2021789551,9020420.625,661287.0029296875,200070.0057983398,77.514626,17.976315,4.5090246,91.326607,6.6951532,2.0255947,136652,98771,235423
06,604,2421018.703277588,4605011.188728333,6971072.619430542,1346212.609375,414144.197265625,270333.2978515625,17.29608,32.898811,49.802269,66.299561,20.396168,13.313632,139975,20305,160280
06,619,6130768.567398071,4070261.006637573,2768536.401237488,3591265.1484375,403592.3928222656,151862.5961914063,47.270298,31.383089,21.346352,86.617912,9.7342653,3.6627817,129696,41461,171157
06,701,4993208.505981445,2413582.593582153,1073705.589408875,916927.25,79732.796875,110740,58.878704,28.460381,12.660876,82.800003,7.1999998,10,84805,11074,95879
07,077,201156.8046875,98537.60009765625,31505.60009765625,10975269.5,919380.0971679688,66200.6025390625,60.735752,29.75169,9.5125608,91.736557,7.6846185,.55333632,3312,119639,122951
07,078,87325,0,175,32520236.91015625,2852144.004882813,433819.0959472656,99.800003,0,.2,90.822922,7.9655032,1.2115754,875,358062,358937
07,079,0,0,0,2621003.8515625,456019.79296875,243842.8032226563,,,,78.92688,13.732227,7.3428936,0,33208,33208
07,080,1982063.49609375,929459.5971984863,298097.4996337891,13269228.484375,3228315.3984375,1169502.9765625,61.677357,28.922691,9.276123,75.081078,18.266727,6.6173811,32136,176732,208868
07,081,321656.9067382813,32809.10006713867,36465.79872894287,30910216.65625,6936153.897659302,2371010.55065918,81.680267,8.3314123,9.2599792,76.855331,17.246092,5.8952937,3938,402187,406125
07,082,407564.5029296875,308812.6005859375,119972.9029541016,49771052.90234375,12862141.25292969,6948696.090454102,48.72842,36.921642,14.343963,71.535522,18.486649,9.9873028,8364,695753,704117
07,083,197352.91015625,36682.50122070313,11852.49963378906,43480071.390625,9640546.903564453,4030585.241210938,80.322716,14.929793,4.8239722,76.05719,16.863655,7.0504713,2457,571676,574133
07,084,1934331.802734375,488349.1097717285,309128.1980361938,37599991.86035156,6116258.05090332,2770155.587402344,70.797592,17.873842,11.31426,80.493736,13.093632,5.930325,27322,467117,494439
07,085,27357.39959716797,84150.69921875,5540.600219726563,43043628.015625,7690901.48046875,2445323.045410156,23.382393,71.923676,4.7355556,80.901321,14.455196,4.5960312,1170,532051,533221
08,086,3520786.711620331,13034110.06924438,12815008.41144562,16910013.28125,2086037.954101563,1111714.400390625,11.987657,44.378841,43.632839,84.092606,10.373756,5.5284967,293701,201088,494789
08,087,12139015.33168793,24523652.50882721,14487265.52576447,10065578.03125,1814372.45703125,940488.4997558594,23.731401,47.942986,28.322159,78.51281,14.15234,7.3359323,511517,128203,639720
08,088,3584639.9115448,14331603.59746552,16094018.47164917,2172954.84375,402764.80078125,176380.3974609375,10.540051,42.139751,47.321846,78.956245,14.634817,6.4089384,340097,27521,367618
08,089,2966403.588590622,10482572.59073639,5750688.495277405,3207311.421875,1083269.8046875,699620.216796875,15.44849,54.591331,29.94854,64.272202,21.707943,14.019883,192019,49902,241921
08,090,3468820.705566406,21050767.06082916,17378960.08833313,2293699.69140625,461505.515625,508694.8935546875,8.279006,50.241692,41.478222,70.274818,14.139695,15.585493,418990,32639,451629
08,091,4607253.903800964,13348449.3870697,15871082.48536682,5870021.8203125,1332153.69921875,1471126.830078125,13.619082,39.458134,46.915058,67.685463,15.360665,16.963123,338294,86725,425019
08,092,6944434.099136353,17886014.39453888,14576038.9161377,6905059.21875,2468042.96875,1033058.365234375,17.622561,45.388489,36.988922,66.356514,23.717499,9.9275265,394065,104060,498125
08,093,7745168.403411865,9186716.722518921,7571535.614486694,12437722.75,851310.107421875,720188.701171875,31.608288,37.491295,30.899687,88.858017,6.0819592,5.1451974,245036,139973,385009
08,094,2975840.686157227,9982134.786392212,4756862.185157776,3177664.828125,793666.4047851563,357963.3009643555,16.798424,56.348488,26.852171,72.852142,18.195847,8.2067795,177150,43618,220768
08,095,5659837.081140518,13878059.27019501,7395108.200325012,4172891.3125,1189792.2265625,614333.990234375,21.014351,51.527702,27.45722,69.795967,19.900517,10.275377,269332,59787,329119
08,096,7164445.67616272,12542111.87375641,5878164.921447754,8245437.875,646878.8017578125,419283.5035400391,28.000553,49.017899,22.973427,88.550171,6.947021,4.5028086,255868,93116,348984
08,097,3456437.709945679,14562106.36385345,7651032.804130554,2639193.21875,617200.3046875,324614.80078125,13.465206,56.729439,29.806044,73.70401,17.23638,9.0654268,256694,35808,292502
08,098,1824138.602493286,9849363.69984436,4539253.403030396,2509629.328125,1091735.53125,555474.6171875,11.251572,60.752415,27.998825,60.365356,26.260056,13.361106,162123,41574,203697
08,099,3874275.065696716,10566585.31655884,11867258.57492065,1329343,342647.59765625,222889.400390625,14.726884,40.165676,45.109791,70.135223,18.077852,11.759491,263075,18954,282029
08,100,15227476.41335297,9339666.809593201,3272751.403004408,9205081.515625,1284202.890625,372216.0994873047,54.605972,33.492195,11.736138,84.773048,11.826706,3.4278777,278861,108585,387446
08,101,13647217.62704468,9705260.980987549,3481041.407653809,5917990.3125,675809.28515625,192202.70703125,50.853764,36.16481,12.971439,87.247391,9.9632797,2.8335943,268362,67830,336192
08,102,12041052.33659363,26840480.26713562,11895036.71087646,53057418.06640625,8814584.14453125,5057253.380859375,23.710047,52.851612,23.422527,79.273827,13.169993,7.5561128,507846,669293,1177139
08,103,610792.3034896851,5786777.296707153,3642228.792785645,1074514.625,295397.1875,305769.09375,6.081953,57.621727,36.267426,64.173111,17.641972,18.261414,100427,16744,117171
08,104,9246941.63343811,11612350.1811142,8948117.696235657,2295193.71875,301467.8984375,211259.203125,31.022303,38.957943,30.019787,81.795929,10.743689,7.5288382,298074,28060,326134
08,105,1972949.208473206,13299102.08126831,8497269.002372742,3068628.2890625,1054292.705078125,434474.30078125,8.3000956,55.948635,35.74757,67.30481,23.124004,9.5294085,237702,45593,283295
08,106,12749735.74972534,13101621.40901184,4229296.491638184,6502860.86328125,1142887.3984375,692705.712890625,42.385948,43.555779,14.060115,77.975693,13.704343,8.306222,300801,83396,384197
08,107,6405313.687995911,20846880.10934448,14124703.00749207,20082915.8125,2352361.71875,1044144.9140625,15.468073,50.342743,34.109482,85.535652,10.019003,4.447144,414099,234790,648889
08,108,2997582.594619751,10172107.89694595,9287139.29574585,2086776.9296875,1144871.65234375,561651.501953125,13.348099,45.295933,41.355209,55.012177,30.181416,14.806409,224570,37933,262503
08,109,3387693.190551758,8292849.097442627,3381178.711265564,19969818.93359375,3282973.1953125,1262207.890625,22.483297,55.037624,22.440062,81.459595,13.391691,5.1487164,150676,245150,395826
08,110,9873066.987850189,23626741.30825806,14173404.97694397,6738359.91796875,2012694.59765625,1428257.701171875,20.709715,49.559383,29.730091,66.015106,19.718187,13.992513,476736,102073,578809
08,111,8250471.355606079,15123854.03381348,9577436.501403809,6574463.140625,1613847.150390625,676137.6088867188,25.038607,45.898014,29.065693,74.164528,18.205322,7.6273041,329510,88647,418157
08,112,4386881.299331665,9578630.898948669,6621694.082359314,2689694.6796875,676927.099609375,352465.5029296875,21.308159,46.525761,32.163193,72.303619,18.196964,9.4748793,205878,37200,243078
08,113,2293820.581588745,10431295.47228241,7887878.091018677,3444411.7734375,750125.49609375,664162.6953125,11.128083,50.605667,38.266708,70.891632,15.43881,13.669556,206129,48587,254716
08,114,13327453.83483124,15622641.42534637,5545879.699714661,7982928.359375,1337681.603515625,643125.3955078125,38.629852,45.282494,16.074827,80.104843,13.422991,6.453454,345004,99656,444660
08,115,4575300.500244141,6840074.519889832,4564459.513504028,2996879.9921875,777518.205078125,477404.7060546875,28.628551,42.799686,28.560717,70.481659,18.28594,11.227768,159816,42520,202336
08,116,1797728.902183533,11149096.55470276,8263165.305686951,3674129.73046875,1074122.8984375,725624.4001464844,8.4748163,52.558842,38.954044,67.114746,19.620832,13.254867,212126,54744,266870
08,117,5953468.189193726,21737613.39577484,21945340.49274445,10742419.5078125,1374114.072265625,639673.0871582031,11.994061,43.793343,44.211834,84.215958,10.772465,5.0147624,496368,127558,623926
08,629,1249236.502243042,9189365.493637085,5942450.28200531,975968.953125,358900.99609375,156730.103515625,7.6261311,56.097706,36.276482,65.431007,24.061478,10.507516,163810,14916,178726
09,118,8515782.412910461,19590245.25694275,9073799.088226318,24774614.97265625,7199590.011230469,1904352.392333984,22.904757,52.691555,24.405645,73.129997,21.251833,5.6212897,371791,338775,710566
09,119,22648741.3629837,13264948.5114212,4787083.704627991,15251906.125,3884584.144042969,1283031.386657715,55.643364,32.589287,11.760894,74.640945,19.010674,6.2789969,407034,204337,611371
09,120,16660094.49599457,36815443.10412216,18620591.99316406,20840778.03125,3441787.13671875,1288991.909667969,23.106575,51.060863,25.82567,81.497787,13.459097,5.0405984,721011,255722,976733
09,121,14538307.96890879,14792599.59558868,3171861.892910004,3179159.734375,935893.994140625,255820.3015136719,44.728439,45.510792,9.7585239,72.761307,21.419769,5.8549495,325035,43693,368728
09,122,5770328.794685364,11128187.08896637,3717872.704055786,2866523.734375,1099476.830078125,237438.50390625,27.989023,53.977352,18.033569,68.196983,26.157467,5.6488595,206164,42033,248197
09,123,27756135.1790657,28661832.38607788,4735174.596999168,4181424.94921875,933495.1953125,249653.1029052734,45.383713,46.864609,7.7424254,77.94767,17.40167,4.6538868,611588,53644,665232
09,124,6717135.431549072,7349298.089233398,2379043.500305176,3113348.51171875,1009477.79296875,421385.701171875,40.83514,44.678215,14.462798,68.542747,22.224424,9.2771282,164494,45422,209916
09,125,29092607.95211029,21894848.78569794,4784321.904396057,4078932.796875,395574.595703125,108768.5004882813,52.147289,39.245605,8.5756979,88.941208,8.6255121,2.3716993,557893,45861,603754
09,126,26854547.73068619,12299030.50225639,4349373.10200882,3610108.78125,633381.1059570313,264884.7014160156,61.708492,28.261679,9.9943314,80.075165,14.048911,5.8753595,435184,45084,480268
09,127,17057365.41410065,10323460.41327667,2430110.290168762,2227522.21484375,260208.6962890625,64063.40075683594,57.168884,34.599758,8.1446743,87.309303,10.199063,2.5110102,298368,25513,323881
09,128,3599988.216270447,17195076.09260559,6226137.587478638,3132353.1328125,1334006.44921875,504629.701171875,13.321202,63.627731,23.038864,63.002396,26.831459,10.149839,270245,49718,319963
09,129,22800873.20114899,23420950.96069336,6202576.607452393,4234465.26171875,932506,313172.400390625,43.491951,44.674732,11.831221,77.267036,17.015602,5.7145119,524255,54803,579058
09,130,39436279.55019379,6588019.011657715,2079695.495130539,26129097.703125,1198258.802978516,247938.4003295898,81.981461,13.695395,4.3233409,94.758194,4.3455324,.8991583,481039,275745,756784
09,131,17739569.97953033,15872538.39204407,2448582.096534729,1743298.0390625,349089.8046875,65187.30078125,49.189545,44.012508,6.7896032,80.801765,16.180292,3.0214276,360637,21575,382212
