pc11_state_id,pc11_district_id,pc11_subdistrict_id,pc11_town_id,pc11_td_all_hosp,pc11_td_all_hosp_beds,pc11_td_all_hosp_doc_tot,pc11_td_all_hosp_doc_pos,pc11_td_all_hosp_pmed_tot,pc11_td_all_hosp_pmed_pos,pc11_td_alt_hospital,pc11_td_alt_hosp_beds,pc11_td_alt_hosp_doc_tot,pc11_td_alt_hosp_doc_pos,pc11_td_alt_hosp_pmed_tot,pc11_td_alt_hosp_pmed_pos,pc11_td_disp,pc11_td_disp_beds,pc11_td_disp_doc_tot,pc11_td_disp_doc_pos,pc11_td_disp_pmed_tot,pc11_td_disp_pmed_pos,pc11_td_fwc_beds,pc11_td_fwc_doc_tot,pc11_td_fwc_doc_pos,pc11_td_fwc_pmed_tot,pc11_td_fwc_pmed_pos,pc11_td_mcwc_beds,pc11_td_mcwc_doc_tot,pc11_td_mcwc_doc_pos,pc11_td_mcmw_pmed_tot,pc11_td_mcwc_pmed_pos,pc11_td_mh_beds,pc11_td_mh_doc_tot,pc11_td_mh_doc_pos,pc11_td_mh_pmed_tot,pc11_td_mh_pmed_pos,pc11_td_tbc,pc11_td_tbc_beds,pc11_td_tbc_doc_tot,pc11_td_tbc_doc_pos,pc11_td_tbc_pmed_tot,pc11_td_tbc_pmed_pos,pc11_td_nh,pc11_td_nh_beds,pc11_td_nh_doc_tot,pc11_td_nh_doc_pos,pc11_td_nh_pmed_tot,pc11_td_nh_pmed_pos,pc11_td_veth_beds,pc11_td_veth_doc_tot,pc11_td_veth_doc_pos,pc11_td_veth_pmed_tot,pc11_td_veth_pmed_pos,pc11_td_mh,pc11_td_mhc_beds,pc11_td_mhc_doc_tot,pc11_td_mhc_doc_pos,pc11_td_mhc_pmed_tot,pc11_td_mhc_pmed_pos,pc11_td_med_oth,pc11_td_med_oth_beds,pc11_td_med_oth_doc_tot,pc11_td_med_oth_doc_pos,pc11_td_med_oth_pmed_tot,pc11_td_med_oth_pmed_pos,pc11_td_med_oth_dist,pc11_td_in_out_pat,pc11_td_c_hosp_home,pc11_td_med_shop,pc11_td_medical_gov_status,pc11_td_medical_gov,pc11_td_medical_priv_status,pc11_td_medical_priv,pc11_td_medical_near_status,pc11_td_medical_near,pc11_td_medical_dist,pc11_pca_tot_p
01,003,00010,000910,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,government,SRINAGAR,424,10754
01,003,00010,800047,1,150,47,31,111,79,1,60,13,7,19,18,1,8,4,3,6,6,6,6,6,21,6,0,0,0,0,0,8,2,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,2,2,4,4,0,0,0,0,0,0,0,0,government,SRINAGAR,460,30870
01,004,00013,800048,1,22,21,17,12,19,1,100,25,15,21,32,4,12,4,2,2,2,22,2,2,8,8,0,0,0,0,0,8,2,2,8,8,1,25,4,1,15,10,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,1,8,2,2,4,4,0,0,0,10,0,0,0,0,government,SRINAGAR,204,16338
01,005,00016,800062,1,220,73,24,107,40,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,8,2,2,11,11,0,0,0,0,0,0,0,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,50,0,0,0,0,government,JAMMU,246,26854
01,005,00018,001233,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,government,JAMMU,204,5033
01,005,00019,800063,1,50,12,12,35,35,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,2,2,4,4,2,1,1,2,2,0,0,0,0,0,0,1,20,3,2,4,4,0,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,123,50,0,20,0,0,0,0,government,JAMMU,215,6743
01,006,00020,800064,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,3,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,10,0,15,0,0,0,0,government,JAMMU,170,5490
01,006,00022,800065,1,300,45,32,110,95,1,10,10,4,7,3,3,14,3,3,6,6,8,9,6,5,4,100,4,4,20,20,12,2,2,8,8,1,10,8,3,20,12,1,12,2,1,6,4,0,15,12,30,20,0,0,0,0,0,0,0,0,0,0,0,0,156,30,3,45,0,0,0,0,government,JAMMU,156,29486
01,006,00025,800066,1,50,12,10,37,30,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,4,3,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,20,0,0,0,0,government,JAMMU,119,10408
01,006,00026,800067,1,30,16,10,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1,18,0,0,0,0,government,JAMMU,78,6930
01,007,00027,800081,1,47,14,10,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,4,0,0,0,0,government,JAMMU,120,4978
01,007,00028,800082,1,20,14,8,74,50,0,0,0,0,0,0,1,8,2,1,4,4,8,2,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,5,0,0,0,0,government,JAMMU,163,5433
01,007,00030,800083,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,6,0,0,0,0,government,JAMMU,92,3461
01,007,00030,800084,1,100,25,25,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,2,15,9,0,0,0,0,0,0,0,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,87,0,4,20,1,1,1,2,,,,59866
01,007,00030,800085,1,8,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,5,0,0,0,0,government,JAMMU,97,7681
01,007,00031,800086,1,30,14,12,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,15,0,0,0,0,government,JAMMU,55,8294
01,008,00032,800003,1,200,18,18,85,85,0,0,0,0,0,0,3,16,10,10,20,20,6,1,1,8,8,2,1,1,2,2,30,7,4,8,8,1,4,4,2,2,2,2,30,5,5,8,8,0,2,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,4,6,3,0,0,0,0,government,SRINAGAR,45,71292
01,008,00033,800004,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,government,SRINAGAR,85,7015
01,008,00034,800005,1,30,15,15,58,52,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,government,SRINAGAR,30,19538
01,008,00035,800006,1,100,41,35,70,56,0,0,0,0,0,0,8,12,19,12,16,11,20,4,2,8,8,2,2,1,5,5,50,5,4,10,10,0,0,0,0,0,0,1,20,7,4,10,10,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,government,SRINAGAR,56,71434
01,008,00037,800007,1,3,2,1,2,2,1,50,9,9,55,55,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,13,0,0,0,0,government,SRINAGAR,100,9366
01,008,00039,800008,1,3,5,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,35,0,0,12,0,0,0,0,government,SRINAGAR,25,1890
01,008,00039,800009,1,5,13,12,43,41,0,0,0,0,0,0,1,5,4,4,13,13,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,government,SRINAGAR,52,1965
01,009,00041,800010,0,0,0,0,0,0,1,20,16,10,50,40,4,16,4,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,20,15,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,16,0,0,0,0,government,SRINAGAR,60,37081
01,009,00042,800011,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,7,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,13,0,0,0,0,government,SRINAGAR,35,13239
