pc11_state_id,pc11_district_id,pc_hospitals_r,pc_hospitals_u,pc_hosp_beds_u,pc_pmed_pos_r,pc_pmed_pos_u,pc_docs_pos_r,pc_docs_pos_u,pc_docs_hosp_u,pc_docs_hosp_r,pc_clinics_r,pc_clinics_u,pc_clinic_beds_u,pc11_pca_tot_p,pc_clinics,pc_docs,pc_docs_hosp,pc_pmeds,pc_num_hospitals
10,233,0,2,140,1652,94,460,44,17,0,406,14,255,1625172,420,504,17,1746,2
10,234,0,3,148,1648,234,579,84,11,0,536,101,468,2959339,637,663,11,1882,3
10,235,0,4,136,2510,170,166,58,7,0,1063,54,225,2539737,1117,224,7,2680,4
10,236,0,3,170,1266,626,491,152,18,0,808,104,820,4390627,912,643,18,1892,3
10,237,0,1,43,991,126,791,59,8,0,560,36,173,2219042,596,850,8,1117,1
10,238,0,3,139,441,146,131,66,14,0,254,62,575,1759166,316,197,14,587,3
10,239,0,3,95,548,109,233,65,13,0,196,46,292,1125273,242,298,13,657,3
10,240,0,1,100,393,21,164,25,6,0,166,16,122,700817,182,189,6,414,1
11,241,0,1,100,141,70,16,15,8,0,44,4,124,43668,48,31,8,211,1
11,242,0,1,100,222,44,37,20,13,0,96,5,131,136351,101,57,13,266,1
11,243,1,1,100,243,114,29,32,24,2,93,5,198,146818,98,61,26,357,2
11,244,0,2,800,279,188,33,135,114,0,102,7,931,283499,109,168,114,467,2
12,245,2,1,30,93,41,41,19,8,3,30,4,47,48497,34,60,11,134,3
12,246,0,2,88,133,62,64,15,9,0,47,6,123,82477,53,79,9,195,2
12,247,1,1,54,127,12,62,10,7,2,53,3,64,76562,56,72,9,139,2
12,248,2,1,162,130,121,61,93,72,0,55,155430,197,174127,155485,154,72,251,3
12,249,0,1,111,131,15,88,23,20,0,63,2,131,80964,65,111,20,146,1
12,250,0,2,109,115,126,57,31,26,0,51,9,115,110572,60,88,26,241,2
12,251,8,1,90,163,73,72,18,18,1,68,7,121,98990,75,90,19,236,9
12,252,2,1,40,54,26,26,16,13,0,27,3,41,35016,30,42,13,80,3
12,253,0,2,90,79,89,35,18,5,0,31,8,106,147334,39,53,5,168,2
12,254,1,2,71,108,154,48,17,13,2,43,5,72,111810,48,65,15,262,3
12,255,0,1,80,122,143,70,19,14,0,38,2,100,78902,40,89,14,265,1
12,256,0,1,12,77,4,38,1,1,0,38,1,12,87906,39,39,1,81,1
12,257,0,1,50,9,37,3,3,2,0,3,3,51,6012,6,6,2,46,1
12,258,3,1,50,75,17,34,12,10,4,30,3,61,51945,33,46,14,92,4
12,259,0,2,128,115,138,56,20,17,0,47,7,141,144810,54,76,17,253,2
12,260,0,1,16,40,16,21,2,1,0,21,1,16,17306,22,23,1,56,1
13,261,0,1,50,221,33,9,10,8,0,65,5,56,250260,70,19,8,254,1
13,262,0,2,230,274,57,30,20,15,0,64,8,267,194548,72,50,15,331,2
13,263,0,1,40,327,29,23,9,6,0,67,4,43,140704,71,32,6,356,1
13,264,0,1,60,332,28,26,11,8,0,62,4,73,166312,66,37,8,360,1
13,265,0,9,1160,172,340,12,128,106,0,53,40,1278,378723,93,140,106,512,9
13,266,0,1,60,236,26,24,12,10,0,60,5,64,163418,65,36,10,262,1
13,267,0,1,80,269,47,21,17,15,0,48,4,92,196493,52,38,15,316,1
13,268,0,1,25,68,14,3,8,6,0,8,4,27,50433,12,11,6,82,1
13,269,0,1,30,35,17,7,9,7,0,12,4,32,73941,16,16,7,52,1
13,270,0,7,360,177,207,26,54,40,0,37,20,426,267924,57,80,40,384,7
13,271,0,3,50,188,30,11,7,5,0,28,7,55,95170,35,18,5,218,3
14,272,1,1,30,203,61,130,15,9,1,107,1,56,478872,108,145,10,264,2
14,273,0,1,50,130,23,54,9,6,0,34,1237,64,140561,1271,63,6,153,1
14,274,1,1,60,307,39,163,13,7,1,98,1051,79,273306,1149,176,8,346,2
14,275,0,1,50,81,84,53,40,19,0,25,2318,142,237399,2343,93,19,165,1
14,276,0,3,110,171,76,88,29,13,0,54,13,163,422164,67,117,13,247,3
14,277,0,1,500,142,959,57,368,230,0,52,21856,1102,517976,21908,425,230,1101,1
14,278,0,2,407,180,577,75,192,114,0,69,11276,644,455932,11345,267,114,757,2
14,279,0,1,50,126,13,55,6,4,0,50,2,60,183965,52,61,4,139,1
14,280,0,1,50,64,10,40,3,3,0,19,3,60,143745,22,43,3,74,1
15,281,0,8,4,101,12,15,6,6,0,44,17,11,86364,61,21,6,113,8
15,282,0,4,30,33,42,5,17,16,0,25,7,30,83955,32,22,16,75,4
15,283,4,2,3,115,36,32,53,12,0,115,61,91,400213,176,85,12,151,6
15,284,1,2,16,83,52,11,16,12,0,86,132,57,125689,218,27,12,135,3
15,285,2,2,8,66,18,5,15,12,0,43,8,18,64910,51,20,12,84,4
15,286,1,1,1,121,2,21,2,0,0,75,38355,14,161371,38430,23,0,123,2
15,287,0,1,1,68,19,9,6,1,0,84,6,6,117877,90,15,1,87,1
15,288,0,1,64,75,50,8,11,11,0,37,73,64,56574,110,19,11,125,1
16,289,21,10,991,539,598,485,487,380,49,346,50,1141,1725739,396,972,429,1137,31
16,290,22,5,365,635,153,523,73,51,39,392,16,365,876001,408,596,90,788,27
16,291,6,1,70,487,130,339,33,11,17,160,50,70,378230,210,372,28,617,7
16,292,7,6,232,364,159,214,73,42,16,155,25,232,693947,180,287,58,523,13
17,293,0,1,200,210,98,106,59,40,0,151,10,266,641937,161,165,40,308,1
17,294,0,1,100,148,41,68,23,14,0,92,3,146,316807,95,91,14,189,1
17,295,0,1,100,56,36,28,17,10,0,35,3,136,139519,38,45,10,92,1
17,296,0,2,200,183,105,97,38,18,0,100,8,271,381382,108,135,18,288,2
17,297,0,1,100,83,66,43,23,11,0,48,4,136,258173,52,66,11,149,1
17,298,0,1,600,190,222,109,144,57,0,109,30,951,824452,139,253,57,412,1
17,299,0,1,100,212,61,95,34,19,0,104,7,136,394556,111,129,19,273,1
18,300,1,3,185,476,155,290,61,13,2,188,17,270,886645,205,351,15,631,4
18,301,6,10,390,1006,370,503,161,68,8,242,25,504,1948827,267,664,76,1376,16
18,302,3,5,190,523,240,295,85,34,5,155,23,379,1007475,178,380,39,763,8
18,303,9,10,510,1252,279,722,115,40,17,373,36,600,1693249,409,837,57,1531,19
18,304,3,3,160,710,178,361,62,24,5,212,14,197,956959,226,423,29,888,6
18,305,16,10,470,1576,630,840,269,120,25,458,62,780,2823006,520,1109,145,2206,26
18,306,6,5,460,975,458,557,193,93,7,374,49,923,1910910,423,750,100,1433,11
18,307,5,3,90,702,163,406,58,22,8,265,13,141,1041198,278,464,30,865,8
18,308,2,4,155,326,138,172,49,14,3,147,14,212,684995,161,221,17,464,6
18,309,2,10,335,414,552,243,209,76,3,235,69,600,1327204,304,452,79,966,12
18,310,3,8,1740,863,505,553,193,115,4,395,68,1833,1324239,463,746,119,1368,11
18,311,5,5,95,921,206,579,93,16,11,366,32,196,1150770,398,672,27,1127,10
18,312,3,6,480,605,597,326,234,82,2,298,57,1289,1063026,355,560,84,1202,9
18,313,5,6,130,618,270,354,110,39,6,243,31,225,1066471,274,464,45,888,11
18,314,1,6,185,265,282,124,113,34,2,117,31,265,949334,148,237,36,547,7
18,315,0,4,85,174,168,85,72,29,0,43,17,118,212112,60,157,29,342,4
18,316,4,5,690,1025,338,480,126,25,5,288,41,940,1735918,329,606,30,1363,9
18,317,1,5,200,303,258,169,112,46,2,96,18,274,1228084,114,281,48,561,6
18,318,2,2,130,862,124,388,63,32,4,173,12,216,659259,185,451,36,986,4
18,319,1,3,160,286,176,164,85,45,1,89,27,199,738712,116,249,46,462,4
18,320,1,2,30,261,72,138,31,6,1,84,9,52,481812,93,169,7,333,3
18,321,5,8,181,704,333,360,126,32,6,171,40,315,1516871,211,486,38,1037,13
18,322,1,3,55,170,206,86,87,15,2,48,26,132,291484,74,173,17,376,4
18,323,5,4,75,604,206,322,79,34,10,184,24,119,771537,208,401,44,810,9
18,324,6,0,0,669,16,331,8,0,6,176,3,20,950075,179,339,6,685,6
18,325,3,2,60,658,159,476,51,22,3,224,16,104,928266,240,527,25,817,5
18,326,7,2,60,800,119,429,56,10,11,346,9,104,831515,355,485,21,919,9
19,327,18,6,831,516,149,205,47,24,20,635,211,1347,1551243,846,252,44,665,24
19,328,26,21,1753.388889312744,848,283,149,125.0225324630737,97.79411768913269,10,860,289,1969.906063079834,3872639,1149,274.02252,107.79412,1131,47
19,329,21,8,960,426,144,84,89,66,7,683,36,1235,2818741,719,173,73,570,29
19,330,25,6,604,619,276,160,178,96,18,825,53,786,3006914,878,338,114,895,31
19,331,9,4,637,360,355,186,79,71,8,390,15,698,1675637,405,265,79,715,13
19,332,18,9,685,697,158,218,101,67,22,1619,60,880,3938538,1679,319,89,855,27
19,333,37,23,2193,1431,460,427,354,214,84,1437,20042,3036,7103478,21479,781,298,1891,60
19,334,14,10,993,1217,132,261,76,53,12,919,2556,1195,3497052,3475,337,65,1349,24
19,335,112,37,4276.010639190674,1376,2417,507,1157.118511199951,394.1489362716675,52,3582,4909,6531.22420501709,7713103,8491,1664.1185,446.14893,3793,149
19,336,39,16,1910,803,616,345,393,271,26,1188,4586,2959,5167331,5774,738,297,1419,55
19,337,43,38,3093.27184677124,734,1555,323,701.1288814544678,312.1855673789978,20,3156,16762,4337.199752807617,10007170,19918,1024.1289,332.18558,2289,81
19,338,61,17,2058.95890045166,659,873,405,250.0765933990479,161.7428569793701,28,1735,1614,3022.701488494873,5518993,3349,655.0766,189.74286,1532,78
19,339,60,10,1278,1159,382,389,169,139,40,1577,261367,1426,3594541,262944,558,179,1541,70
19,340,95,10,614,1020,850,416,66,33,32,1139,50,774,2928962,1189,482,65,1870,105
19,341,7,34,6763.438014984131,538,329,285,902.6956367492676,719.9008264541626,8,522,5040,8869.093765258789,4849969,5562,1187.6957,727.90082,867,41
19,342,0,48,15367,0,26,0,13,0,0,0,468,15480,4496694,468,13,0,26,48
19,343,60,14,1405.663636207581,1331,136,543,141.3585755825043,67.609090924263,27,3145,3400,1508.745360374451,8140819,6545,684.35858,94.609093,1467,74
19,344,130,15,2144,1576,150,930,95,84,88,2939,1180,2475,5902920,4119,1025,172,1726,145
19,345,54,17,319,1139,259,569,159,108,39,2736,148,499,5057644,2884,728,147,1398,71
20,346,30,4,63,496,68,304,40,7,33,432,571,328,1322275,1003,344,40,564,34
20,347,48,2,60,707,85,554,20,14,58,436,122,90,1040688,558,574,72,792,50
20,348,39,5,110,753,110,477,54,8,52,522,389,243,715769,911,531,60,863,44
20,349,39,8,238,536,594,386,206,38,39,477,1681,499,2443340,2158,592,77,1130,47
20,350,21,6,221,171,98,99,32,23,4,616,1165,394,1488446,1781,131,27,269,27
20,351,32,4,100,424,65,264,13,11,33,315,6966,108,1310041,7281,277,44,489,36
20,352,17,6,165,206,123,110,44,23,16,479,197,270,1146148,676,154,39,329,23
20,353,17,1,26,295,35,172,5,5,21,187,311,83,899268,498,177,26,330,18
20,354,22,28,1624,394,426,221,367,246,23,274,5204,2197,2683654,5478,588,269,820,50
20,355,17,25,1700,287,1684,179,382,267,17,199,305,2166,2062151,504,561,284,1971,42
20,356,22,3,125,276,45,143,15,6,24,187,47,233,461749,234,158,30,321,25
20,357,9,37,1613,300,666,155,122,82,9,197,8649,3782,2291845,8846,277,91,966,46
20,358,40,6,142,409,184,338,37,17,41,309,160,187,1937655,469,375,58,593,46
20,359,13,3,111,222,142,114,50,4,11,173,38,217,726382,211,164,15,364,16
20,360,24,12,266,283,185,190,81,68,20,279,125,536,1733601,404,271,88,468,36
20,361,5,33,1003,131,637,33,224,117,5,114,152,1479,949405,266,257,122,768,38
20,362,35,10,186,731,171,238,134,50,38,442,97,304,1319452,539,372,88,902,45
20,363,6,4,46,373,69,339,17,9,6,427,4482,200,790089,4909,356,15,442,10
20,364,57,24,3122,720,2288,400,527,499,59,692,159,3261,2914146,851,927,558,3008,81
20,365,39,7,60,311,87,191,12,8,39,195,23,72,531525,218,203,47,398,46
20,366,41,2,100,777,39,377,12,10,42,403,861,117,1025146,1264,389,52,816,43
20,367,18,1,92,361,56,145,12,8,19,422,21076,105,599578,21498,157,27,417,19
20,368,39,17,717,3737,322,424,96,58,39,1494,128,845,1501873,1622,520,97,4059,56
20,369,27,11,193,417,58,271,84,32,34,534,132,343,1064470,666,355,66,475,38
21,370,1,5,197,299,210,69,52,20,6,285,52,315,1481138,337,121,26,509,6
21,371,0,9,379,103,133,27,84,58,0,86,161205,491,579419,161291,111,58,236,9
21,372,0,8,1124,259,988,62,145,106,0,250,56519,1208,1039191,56769,207,106,1247,8
21,373,0,3,80,104,132,37,64,13,0,82,11,109,310964,93,101,13,236,3
21,374,3,19,1320,605,1442,141,367,190,21,490,29944,2158,2092042,30434,508,211,2047,22
21,375,6,9,404,554,695,109,61,47,39,426,4906,437,1801039,5332,170,86,1249,15
21,376,7,9,494,917,294,231,150,97,45,739,162,683,2516984,901,381,142,1211,16
21,377,2,8,411,337,215,67,98,54,13,253,27,712,2317811,280,165,67,552,10
21,378,1,5,281,357,155,94,49,27,7,231,270,371,1505819,501,143,34,512,6
21,379,1,2,41,377,52,95,20,6,6,269,15,120,1439526,284,115,12,429,3
21,380,1,5,354,233,782,37,86,81,7,278,6,364,1136282,284,123,88,1015,6
21,381,6,16,2140,489,1918,137,374,257,39,600,302,2418,2614902,902,511,296,2407,22
21,382,2,4,257,402,115,134,42,27,12,306,19,335,1826004,325,176,39,517,6
21,383,14,5,264,506,138,203,58,45,99,244,39,309,1191860,283,261,144,644,19
21,384,3,9,587,245,230,59,107,70,21,232,96,685,1271171,328,166,91,475,12
21,385,2,8,334,301,279,102,77,42,13,210,28,530,957524,238,179,55,580,10
21,386,4,13,2472,335,1874,95,469,312,26,260,638,3192,2250654,898,564,338,2209,17
21,387,4,11,592,368,200,104,91,43,28,328,36,803,1697616,364,195,71,568,15
21,388,6,32,1856,946,1525,288,281,160,42,642,17891,2303,3524484,18533,569,202,2471,38
21,389,2,5,211,195,109,44,49,22,13,161,12874,310,574544,13035,93,35,304,7
21,390,5,5,298,470,207,229,59,46,39,336,18,364,722411,354,288,85,677,10
21,391,7,1,92,201,15,86,13,10,51,106,2,98,438187,108,99,61,216,8
21,392,2,4,211,158,278,50,24,18,14,149,11,235,608749,160,74,32,436,6
21,393,1,9,354,706,150,125,65,50,7,410,30,404,1643301,440,190,57,856,10
21,394,5,2,32,339,38,135,11,7,39,141,207,32,609762,348,146,46,377,7
21,395,8,6,287,497,171,156,76,51,57,374,26,429,1572587,400,232,108,668,14
21,396,0,6,207,367,203,89,49,33,0,282,30,264,960956,312,138,33,570,6
21,397,12,7,246,529,123,154,39,16,79,376,15,365,1220901,391,193,95,652,19
21,398,3,16,412,480,366,133,106,69,19,340,8009,554,1377343,8349,239,88,846,19
21,399,0,4,151,203,63,52,20,17,0,152,76,161,611118,228,72,17,266,4
22,400,0,10,445,281,412,39,61,28,0,206,40,869,573106,246,100,28,693,10
22,401,0,21,923,1067,532,136,104,66,0,773,80,1452,2359761,853,240,66,1599,21
22,402,0,4,186,554,212,86,39,26,0,322,35,370,851669,357,125,26,766,4
22,403,0,17,847,557,351,92,64,43,0,449,102,1045,1493565,551,156,43,908,17
22,404,0,4,160,331,209,48,47,33,0,316,26,215,841262,342,95,33,540,4
22,405,0,10,152,431,402,57,164,17,0,335,87,599,1619563,422,221,17,833,10
22,406,0,10,261,561,265,120,149,12,0,605,97,586,2297668,702,269,12,826,10
22,407,0,6,170,214,121,24,45,26,0,191,26,300,822200,217,69,26,335,6
22,408,0,6,400,704,315,107,69,25,0,417,103,590,1536284,520,176,25,1019,6
22,409,0,30,1053,951,735,281,146,88,0,680,802,1750,2557055,1482,427,88,1686,30
22,410,0,107,1083,834,2299,172,409,278,0,841,656,1475,4063259,1497,581,278,3133,107
22,411,0,6,204,419,221,88,55,26,0,310,40,402,1032361,350,143,26,640,6
22,412,0,7,510,318,646,56,150,83,0,247,166,584,799549,413,206,83,964,7
22,413,0,6,320,534,266,122,75,31,0,294,48,552,748372,342,197,31,800,6
22,414,0,20,579,761,469,185,159,140,0,484,72,799,1412959,556,344,140,1230,20
22,415,0,1,100,74,54,11,3,3,0,76,3,118,138488,79,14,3,128,1
22,416,0,9,382,238,411,32,75,53,0,132,31,694,533406,163,107,53,649,9
22,417,0,3,66,98,12,18,30,13,0,93,8,80,254069,101,48,13,110,3
23,418,8,1,100,409,71,270,28,20,10,132,34,160,687625,166,298,30,480,9
23,419,0,2,358,722,376,360,83,44,0,256,86,657,1965954,342,443,44,1098,2
23,420,10,1,300,524,224,242,70,12,11,209,126,559,1702863,335,312,23,748,11
23,421,0,6,468,935,709,574,107,48,0,589,242,1115,2031694,831,681,48,1644,6
23,422,0,2,236,201,221,156,49,19,0,152,42,399,786601,194,205,19,422,2
23,423,9,1,300,491,233,441,65,28,7,235,104,557,1725566,339,506,35,724,10
23,424,4,1,200,413,283,346,27,1,6,216,146,407,1444627,362,373,7,696,5
23,425,0,2,300,397,624,333,87,30,0,231,185,722,1762063,416,420,30,1021,2
23,426,0,1,132,334,198,194,33,14,0,172,74,249,1016037,246,227,14,532,1
23,427,13,2,414,518,549,341,121,49,13,354,101,885,2377003,455,462,62,1067,15
23,428,0,1,175,195,118,186,62,26,0,222,129,422,1263392,351,248,26,313,1
23,429,0,1,220,754,415,486,76,25,0,322,143,596,2226608,465,562,25,1169,1
23,430,8,2,1141,678,660,440,170,136,16,375,110,1491,2359742,485,610,152,1338,10
23,431,0,1,100,351,324,253,47,10,0,114,18,241,644572,132,300,10,675,1
23,432,17,1,200,365,188,266,35,15,23,141,118,455,825526,259,301,38,553,18
23,433,17,3,599,641,242,448,54,26,28,209,101,1038,1340326,310,502,54,883,20
23,434,22,2,611,309,625,280,58,25,14,197,82,1009,1454637,279,338,39,934,24
23,435,7,1,777.7777786254883,221,614,181,110.6666660308838,52.22222232818604,2,138,64,1345.888885498047,1986588,202,291.66666,54.222221,835,8
23,436,0,4,270,199,244,163,77,31,0,121,138,698,1512492,259,240,31,443,4
23,437,0,1,300,688,598,297,102,33,0,194,82,592,1563156,276,399,33,1286,1
23,438,0,2,151.8461542129517,1238,303,655,106.8461542129517,16.15384614467621,0,443,106,637.538459777832,2185067,549,761.84613,16.153847,1541,2
23,439,3,3,300,339,352,271,130,69,5,235,94,618,1282087,329,401,74,691,6
23,440,21,3,400,697,474,572,86,42,13,398,107,721,1872176,505,658,55,1171,24
23,441,0,2,308,899,378,524,59,30,0,315,102,517,1385824,417,583,30,1277,2
23,442,0,2,400,447,411,318,75,17,0,233,69,735,1545042,302,393,17,858,2
23,443,0,3,460,490,409,334,71,45,0,159,76,689,1457798,235,405,45,899,3
23,444,1,15,1610,139,4672,112,549,240,2,85,1177,4233,2370708,1262,661,242,4811,16
23,445,9,1,200,598,351,603,57,28,11,269,27,455,1310914,296,660,39,949,10
23,446,3,2,180,321,383,216,68,26,4,160,87,475,1330322,247,284,30,704,5
23,447,0,3,320,631,534,391,73,22,0,405,67,702,1574521,472,464,22,1165,3
23,448,0,1,100,85,141,98,21,11,0,125,17,190,569839,142,119,11,226,1
23,449,6,2,378,119,474,90,68,14,3,184,73,814,1241128,257,158,17,593,8
23,450,10,2,232,219,323,136,40,30,8,194,99,296,1291317,293,176,38,542,12
23,451,0,4,185,204,515,152,90,31,0,243,79,473,1380870,322,242,31,719,4
23,452,0,1,200,126,276,129,58,18,0,327,49,443,1090823,376,187,18,402,1
23,453,0,1,100,104,123,92,8,5,0,211,17,140,704171,228,100,5,227,1
23,454,1,1,300,227,329,189,59,29,1,333,39,507,1054469,372,248,30,556,2
23,455,11,1,400,430,770,257,151,30,12,317,177,1211,2089813,494,408,42,1200,12
23,456,2,1,245,257,353,168,39,18,0,346,48,435,1378817,394,207,18,610,3
23,457,16,1,300,288,349,184,69,26,6,304,86,586,1701036,390,253,32,637,17
23,458,0,1,270,296,241,225,56,34,0,223,118,422,1241162,341,281,34,537,1
23,459,0,1,100,182,123,117,21,12,0,149,33,220,844446,182,138,12,305,1
23,460,3,1,300,260,254,213,51,20,3,118,66,621,1045007,184,264,23,514,4
23,461,0,1,100,178,121,180,51,19,0,134,30,235,749125,164,231,19,299,1
23,462,0,1,162,123,260,95,40,18,0,140,27,377,1126146,167,135,18,383,1
23,463,0,1,200,208,53,124,14,4,0,118,11,230,1177864,129,138,4,261,1
23,464,0,2,200,253,206,188,42,19,0,221,14,425,1024854,235,230,19,459,2
23,465,0,1,100,150,83,112,20,15,0,120,29,167,728862,149,132,15,233,1
23,466,1,1,400,203,132,170,63,47,0,217,33,694,1310029,250,233,47,335,2
23,467,6,1,200,125,192,221,22,12,2,202,73,436,757756,275,243,14,317,7
24,468,7,8,761,528,478,95,179,78,3,446,158,1169,2091978,604,274,81,1006,15
24,469,0,8,731,324,241,205,107,40,0,522,186,899,3120453,708,312,40,565,8
24,470,0,5,345,209,128,73,69,23,0,256,87,428,1343734,343,142,23,337,5
24,471,0,7,775,434,419,84,182,86,0,352,158,1049,2035064,510,266,86,853,7
24,472,25,6,475,721,207,216,107,24,23,586,105,746,2428402,691,323,47,928,31
24,473,1,5,497,312,213,57,137,73,0,224,145,611,1391753,369,194,73,525,6
24,474,3,10,42462,331,2183,85,618,358,3,293,1442,43093,7158223,1735,703,361,2514,13
24,475,0,8,479,299,211,124,91,38,0,275,129,634,1756268,404,215,38,510,8
24,476,6,11,1559,472,1090,115,549,442,7,406,619,1798,3804558,1025,664,449,1562,17
24,477,3,9,1607,487,1739,55,489,351,1,298,117,2054,2159681,415,544,352,2226,12
24,478,1,3,126,197,70,34,51,18,0,106,27,184,585100,133,85,18,267,4
24,479,3,9,797,617,509,118,166,65,5,469,170,1119,2742531,639,284,70,1126,12
24,480,8,7,459,712,276,88,88,37,6,299,116,530,1514176,415,176,43,988,15
24,481,3,9,1071,611,673,126,358,228,0,413,163,1445,2880336,576,484,228,1284,12
24,482,1,9,1151,633,868,57,540,434,1,331,146,1598,2092745,477,597,435,1501,10
24,483,0,8,585,670,284,105,130,62,0,393,136,798,2299874,529,235,62,954,8
24,484,5,5,416,593,213,146,88,38,2,658,91,515,2390718,749,234,40,806,10
24,485,1,4,365,583,168,100,63,27,1,475,29,439,2127062,504,163,28,751,5
24,486,11,12,4324,587,2066,136,887,612,7,686,438,4868,4165337,1124,1023,619,2653,23
24,487,0,4,176,195,117,26,37,14,0,153,26,249,590254,179,63,14,312,4
24,488,7,5,385,365,192,65,103,39,5,283,103,527,1550967,386,168,44,557,12
24,489,0,1,150,22,65,11,18,9,0,55,6,157,228291,61,29,9,87,1
24,490,0,6,796,980,165,134,119,52,0,356,111,960,1329672,467,253,52,1145,6
24,491,0,10,1956,554,1089,58,401,330,0,373,133,2127,1705678,506,459,330,1643,10
24,492,1,6,2211,561,849,74,453,328,2,426,624,2697,6047446,1050,527,330,1410,7
24,493,12,2,210,365,72,63,45,19,2,330,39,254,807022,369,108,21,437,14
25,494,0,1,40,13,62,3,8,2,0,6,4,70,52074,10,11,2,75,1
25,495,0,2,142,27,83,0,20,15,0,12,22,213,191173,34,20,15,110,2
26,496,0,1,231,152,287,26,50,41,0,47,35,233,343709,82,76,41,439,1
27,497,58,8,431,1544,376,515,127,63,58,627,151,782,1648191,778,642,121,1920,66
27,498,45,8,800,1298,373,414,208,159,45,534,78,1210,2050819,612,622,204,1671,53
27,499,85,18,896,2370,605,720,179,93,85,951,991,1602,4229866,1942,899,178,2975,103
27,500,53,14,918,1338,840,450,140,66,53,593,224,1568,2585690,817,590,119,2178,67
27,501,29,6,1007,821,499,284,253,208,29,380,242,1258,1813394,622,537,237,1320,35
27,502,28,4,290,749,117,248,37,9,28,322,54,380,1197060,376,285,37,866,32
27,503,55,14,1163,1576,856,520,200,110,55,710,304,1791,2887174,1014,720,165,2432,69
27,504,26,10,553,836,485,233,121,73,26,347,125,829,1299452,472,354,99,1321,36
27,505,41,31,4507,1343,3166,367,410,242,41,535,786,5392,4651554,1321,777,283,4509,72
27,506,34,6,712,955,507,265,108,57,34,377,123,1075,1199964,500,373,91,1462,40
27,507,41,5,526,1237,352,391,97,34,41,495,162,863,1322318,657,488,75,1589,46
27,508,41,9,412,1517,229,432,77,43,41,659,28,672,1070868,687,509,84,1746,50
27,509,54,23,1063,1582,588,468,143,72,54,632,186,1601,2203710,818,611,126,2170,77
27,510,65,15,1152,1902,653,553,261,164,65,796,231,1727,2771530,1027,814,229,2555,80
27,511,63,18,983,1732,895,536,279,136,63,734,358,1995,3361128,1092,815,199,2627,81
27,512,26,3,180,677,101,216,117,104,26,304,46,265,1177156,350,333,130,778,29
27,513,31,10,709,841,561,236,131,55,31,392,220,1120,1836083,612,367,86,1402,41
27,514,47,5,750,1209,396,370,127,84,47,482,157,1040,1959009,639,497,131,1605,52
27,515,56,13,1418,1482,694,452,173,58,56,622,342,2034,3700998,964,625,114,2176,69
27,516,113,24,1835,3195,1723,943,321,182,113,1280,818,2980,6107161,2098,1264,295,4918,137
27,517,58,27,2059,1842,2439,534,624,270,58,859,1241,3702,11060024,2100,1158,328,4281,85
27,518,0,17,2176,0,1874,0,586,131,0,0,792,8831,9356962,792,586,131,1874,17
27,519,0,19,9645,0,3653,0,2068,1892,0,0,435,10943,3085411,435,2068,1892,3653,19
27,520,31,17,615.3095235824585,1113,458,348,156.7380952835083,73.71428573131561,31,502,184,1220.166667938232,2633761,686,504.7381,104.71429,1571,48
27,521,103,38,3004,2568,2052,967,436,118,103,1383,1054,5535,9428885,2437,1403,221,4620,141
27,522,104,104,3331,2559,1472,904,767,587,104,1325,454,4645,4543159,1779,1671,691,4031,208
27,523,53,18,1348,1265,647,457,298,252,53,621,265,1675,2585042,886,755,305,1912,71
27,524,54,6,346,1181,389,429,185,90,54,582,205,871,2454134,787,614,144,1570,60
27,525,49,8,640,1073,346,408,155,84,49,532,82,1039,1657553,614,563,133,1419,57
27,526,81,30,1489,1944,960,695,248,86,81,1029,438,3181,4317749,1467,943,167,2904,111
27,527,68,14,831,1824,627,688,164,65,68,935,345,1534,3003325,1280,852,133,2451,82
27,528,44,8,502,1813,548,477,89,44,44,688,86,1045,1614629,774,566,88,2361,52
27,529,29,5,290,1041,184,288,65,30,29,414,46,502,849592,460,353,59,1225,34
27,530,85,17,1703,2248,1139,723,232,123,85,1024,540,2228,3875942,1564,955,208,3387,102
27,531,65,7,553,1749,876,560,98,43,65,892,416,932,2822143,1308,658,108,2625,72
28,532,1,15,926,1166,358,143,153,115,2,937,99,1299,2740574,1036,296,117,1524,16
28,533,0,5,360,1185,157,115,64,36,0,632,38,591,2551243,670,179,36,1342,5
28,534,0,9,798,1859,268,184,116,71,0,1119,134,1148,3764601,1253,300,71,2127,9
28,535,0,8,718,1267,478,151,155,76,0,661,146,1460,2941421,807,306,76,1745,8
28,536,0,19,7427,0,3845,0,1615,1220,0,0,1422,10943,496057,1422,1615,1220,3845,19
28,537,2,10,752,1049,358,73,133,76,3,713,235,1367,2620964,948,206,79,1407,12
28,538,0,11,850,2562,403,175,127,80,0,1339,77,1360,4052858,1416,302,80,2965,11
28,539,3,4,550,2559,305,119,109,54,6,1062,72,1010,3488701,1134,228,60,2864,7
28,540,26,5,499.375,2618,258,216,71.3125,49.9375,26,1136,129,1059.375,3469614,1265,287.3125,75.9375,2876,31
28,541,4,3,450,1753,216,205,88,54,13,801,63,710,2784759,864,293,67,1969,7
28,542,4,3,450,3150,196,132,74,43,13,1266,85,690,2699757,1351,206,56,3346,7
28,543,2,3,350,1750,249,121,92,41,2,789,363,793,2343449,1152,213,43,1999,5
28,544,0,11,2574,8538,1500,787,390,300,0,3197,142,3470,3530251,3339,1177,300,10038,11
28,545,0,5,750,2750,424,230,136,77,0,1436,115,1280,5046996,1551,366,77,3174,5
