pc11_state_id,pc11_district_id,pc11r_pca_tot_p,pc11u_pca_tot_p,pc11_pca_tot_p,pc11r_ag_main_share,pc11u_ag_main_share,pc11_ag_main_share,pc11r_pca_main_al_p,pc11r_pca_marg_al_p,pc11u_pca_main_al_p,pc11_pca_main_al_p,pc11r_pdensity,pc11u_pdensity,pc11_pdensity,pc11r_hl_dw_loc_inprem_no,pc11r_hl_dw_loc_nearprem_no,pc11r_hl_dw_loc_far_no,pc11u_hl_dw_loc_inprem_no,pc11u_hl_dw_loc_nearprem_no,pc11u_hl_dw_loc_far_no,pc11_tot_all_hosp,pc11_tot_all_hosp_doc_tot,pc11_tot_all_hosp_pmed_tot,pc11_tot_disp,pc11_tot_ch_cntr,pc11_tot_ph_cntr,pc11_tot_phs_cntr,pc11_tot_mcw_cntr,pc11_tot_tb_cln,pc11_tot_mh_cln,pc11_tot_fwc_cntr,pc11_tot_nh,pc11_tot_mh,pc11r_hl_dw_loc_inprem_sh,pc11r_hl_dw_loc_nearprem_sh,pc11r_hl_dw_loc_far_sh,pc11u_hl_dw_loc_inprem_sh,pc11u_hl_dw_loc_nearprem_sh,pc11u_hl_dw_loc_far_sh,pc11r_pca_tot_m,pc11r_pca_tot_f,pc11r_pca_p_06,pc11r_pca_m_06,pc11r_pca_f_06,pc11r_pca_p_sc,pc11r_pca_m_sc,pc11r_pca_f_sc,pc11r_pca_p_st,pc11r_pca_m_st,pc11r_pca_f_st,pc11r_pca_p_lit,pc11r_pca_m_lit,pc11r_pca_f_lit,pc11r_pca_p_ill,pc11r_pca_m_ill,pc11r_pca_f_ill,pc11r_pca_tot_work_p,pc11r_pca_tot_work_m,pc11r_pca_tot_work_f,pc11r_pca_mainwork_m,pc11r_pca_mainwork_f,pc11r_pca_main_cl_p,pc11r_pca_main_cl_m,pc11r_pca_main_cl_f,pc11r_pca_main_al_m,pc11r_pca_main_al_f,pc11r_pca_main_hh_p,pc11r_pca_main_hh_m,pc11r_pca_main_hh_f,pc11r_pca_main_ot_p,pc11r_pca_main_ot_m,pc11r_pca_main_ot_f,pc11r_pca_margwork_p,pc11r_pca_margwork_m,pc11r_pca_margwork_f,pc11r_pca_marg_cl_p,pc11r_pca_marg_cl_m,pc11r_pca_marg_cl_f,pc11r_pca_marg_al_m,pc11r_pca_marg_al_f,pc11r_pca_marg_hh_p,pc11r_pca_marg_hh_m,pc11r_pca_marg_hh_f,pc11r_pca_marg_ot_p,pc11r_pca_marg_ot_m,pc11r_pca_marg_ot_f,pc11r_pca_margwork36_p,pc11r_pca_margwork36_m,pc11r_pca_margwork36_f,pc11r_pca_marg_cl36_p,pc11r_pca_marg_cl36_m,pc11r_pca_marg_cl36_f,pc11r_pca_marg_al36_p,pc11r_pca_marg_al36_m,pc11r_pca_marg_al36_f,pc11r_pca_marg_hh36_p,pc11r_pca_marg_hh36_m,pc11r_pca_marg_hh36_f,pc11r_pca_marg_ot36_p,pc11r_pca_marg_ot36_m,pc11r_pca_marg_ot36_f,pc11r_pca_margwork03_p,pc11r_pca_margwork03_m,pc11r_pca_margwork03_f,pc11r_pca_marg_cl03_p,pc11r_pca_marg_cl03_m,pc11r_pca_marg_cl03_f,pc11r_pca_marg_al03_p,pc11r_pca_marg_al03_m,pc11r_pca_marg_al03_f,pc11r_pca_marg_hh03_p,pc11r_pca_marg_hh03_m,pc11r_pca_marg_hh03_f,pc11r_pca_marg_ot03_p,pc11r_pca_marg_ot03_m,pc11r_pca_marg_ot03_f,pc11r_pca_non_work_p,pc11r_pca_non_work_m,pc11r_pca_non_work_f,pc11r_pca_sex_2011,pc11u_pca_main_cl_p,pc11_slum_tot_p,pc11_pca_main_cl_p,pc11_urb_share,pc11r_pca_no_hh,pc11u_pca_no_hh,pc11_pca_no_hh,pc11_vd_area,pc11_td_area,pc11_area,pc11r_pca_mainwork_p,pc11u_pca_mainwork_p,pc11_pca_mainwork_p
01,001,733530,104729,838259,.1860235,.010027902,.1960514,8671,41683,699,9370,1248.9139,2212.2729,1320.7703,1852248.905792236,3535700.098503113,4308323.212341309,529559.4140625,349211.7998046875,321234.09765625,9,39,52,57,18,44,48,25,4,3,26,2,0,19.077059,36.415604,44.373161,44.133629,29.103409,26.77174,394554,338976,162986,86885,76101,743,741,2,66050,34551,31499,359084,228291,130793,374446,166263,208183,185908,153870,32038,84541,9503,13330,11161,2169,7773,898,2193,1565,628,69850,64042,5808,91864,69329,22535,18922,12729,6193,37229,4454,4142,2191,1951,27117,17180,9937,64511,49183,15328,13127,9437,3690,27550,24925,2625,3133,1648,1485,20701,13173,7528,27353,20146,7207,5795,3292,2503,14133,12304,1829,1009,543,466,6416,4007,2409,547622,240684,306938,298278,487,20475,13817,.12493633,97093,11999,109092,587.3343042060733,47.34,634.67432,94044,24226,118270
01,002,566744,97912,664656,.31477463,.021580152,.33635479,9278,19428,925,10203,981.59875,2241.5752,1070.2163,3643203.612136841,2812461.597358704,1258006.401275635,1047956.013671875,273636.8040771484,73233.00175476074,17,152,429,66,8,43,53,50,4,2,22,1,0,47.228462,36.459187,16.308094,75.143845,19.621168,5.251183,296611,270133,123057,67175,55882,86,78,8,15860,8212,7648,241737,148491,93246,325007,148120,176887,154595,115355,39240,80377,11060,27567,25621,1946,8727,551,12777,9455,3322,41815,36574,5241,63158,34978,28180,16815,7905,8910,13759,5669,12573,5303,7270,14342,8011,6331,47198,27507,19691,11875,5987,5888,14788,10635,4153,9232,4249,4983,11303,6636,4667,15960,7471,8489,4940,1918,3022,4640,3124,1516,3341,1054,2287,3039,1375,1664,412149,181256,230893,383240,1601,375175,29168,.1473123,77140,13946,91086,577.3683002814651,43.68,621.04828,91437,25615,117052
01,003,87816,45671,133487,.20014004,.0058643324,.20600438,462,748,131,593,237.41434,1902.1658,338.8898,154227.7982254028,832176.098449707,503960.0005722046,172275.5068359375,321938.015625,206116.892578125,1,47,111,29,6,21,62,3,0,2,0,0,0,10.347386,55.832008,33.811474,24.596731,45.964878,29.428453,48411,39405,9053,4684,4369,108,89,19,73789,36318,37471,56789,36062,20727,31027,12349,18678,48381,30929,17452,24929,9169,10971,6137,4834,227,235,460,164,296,22205,18401,3804,14283,6000,8283,9347,3288,6059,276,472,504,101,403,3684,2335,1349,12856,5337,7519,8552,2986,5566,602,222,380,441,85,356,3261,2044,1217,1427,663,764,795,302,493,146,54,92,63,16,47,423,291,132,39435,17482,21953,112046,204,7763,11175,.34213817,14905,7004,21909,369.8849998265505,24.01,393.89502,34098,23027,57125
01,004,124248,16338,140586,.078664504,.002834134,.081498638,504,3211,20,524,668.3252,7634.5796,747.60101,119407.0994415283,861279.9048614502,631092.5977554321,65949.1015625,78876,74274.90625,7,29,30,69,10,31,40,1,1,0,2,0,0,7.4083076,53.435905,39.154522,30.1,36,33.900002,67596,56652,18332,9276,9056,10,5,5,110625,56586,54039,73778,47604,26174,50470,19992,30478,44422,33669,10753,19803,3028,1772,1060,712,263,241,262,199,63,20293,18281,2012,21591,13866,7725,6047,3072,2975,1548,1663,856,254,602,11477,8992,2485,14385,9397,4988,3788,1912,1876,2244,1102,1142,611,168,443,7742,6215,1527,7206,4469,2737,2259,1160,1099,967,446,521,245,86,159,3735,2777,958,79826,33927,45899,117477,62,0,1834,.11621356,16118,2191,18309,185.9094991013408,2.14,188.0495,22831,6102,28933
01,005,437028,38630,475658,.31188798,.011671284,.32355925,5531,25202,321,5852,409.11414,1604.2358,435.46066,1254416.499755859,3240727.393554688,3787963.795967102,521651.5043945313,96270.705078125,103814.50390625,8,95,160,16,2,24,53,4,0,0,1,1,0,15.14447,39.125046,45.731785,72.290955,13.341284,14.38671,229181,207847,79998,42252,37746,278,248,30,169941,87008,82933,230848,144316,86532,206180,84865,121315,146725,105769,40956,52705,8443,17210,15039,2171,4656,875,1073,765,308,37334,32245,5089,85577,53064,32513,35510,21713,13797,19404,5798,2696,876,1820,22169,11071,11098,59375,39877,19498,21903,14879,7024,19786,15996,3790,1752,633,1119,15934,8369,7565,26202,13187,13015,13607,6834,6773,5416,3408,2008,944,243,701,6235,2702,3533,290303,123412,166891,159018,530,0,17740,.081213817,82830,7216,90046,1068.229999393225,24.08,1092.3099,61148,11766,72914
01,006,583955,52314,636269,.36963895,.0050361222,.37467507,5935,17668,207,6142,241.46796,2389.8584,260.73993,1377429.301567078,4156258.608795166,6589415.696708679,610039.30859375,78819.59765625,86612.80249023438,6,77,193,86,15,42,64,10,2,5,7,1,0,11.352003,34.253563,54.306282,78.653854,10.162403,11.1672,307532,276423,102167,54745,47422,45697,23696,22001,227288,118361,108927,318765,192593,126172,265190,114939,150251,260509,158819,101690,86133,17878,41700,33586,8114,5022,913,1501,987,514,54875,46538,8337,156498,72686,83812,92380,46527,45853,11002,6666,2851,763,2088,43599,14394,29205,100114,49283,50831,56708,30581,26127,12361,8100,4261,2045,552,1493,29000,10050,18950,56384,23403,32981,35672,15946,19726,5307,2902,2405,806,211,595,14599,4344,10255,323446,148713,174733,340896,442,3935,42142,.082219943,121338,7756,129094,2418.353991847485,21.89,2440.2439,104011,24858,128869
01,007,522443,89713,612156,.38121319,.013878148,.39509133,9359,11165,789,10148,221.29257,2114.875,254.71585,3719682.516700745,3489600.690238953,2878020.096931458,1535313.6796875,202470.802734375,55194.69958496094,10,89,328,56,5,47,103,1,0,0,1,0,0,36.870155,34.589542,28.527449,85.618652,11.291033,3.0780003,275872,246571,73785,40236,33549,119303,63105,56198,51976,27004,24972,317994,188436,129558,204449,87436,117013,171113,136722,34391,101613,15886,44864,37916,6948,8220,1139,2067,1535,532,61209,53942,7267,53614,35109,18505,22523,12225,10298,8381,2784,1617,756,861,18309,13747,4562,40821,27534,13287,16527,9431,7096,8538,6641,1897,1311,606,705,14445,10856,3589,12793,7575,5218,5996,2794,3202,2627,1740,887,306,150,156,3864,2891,973,351330,139150,212180,440596,1185,8363,46049,.14655252,100886,17932,118818,2360.869991376996,42.42,2403.2898,117499,24739,142238
01,008,792908,182500,975408,.25240281,.015739594,.2681424,17192,39832,1375,18567,837.25488,2871.3027,965.18378,5794327.316116333,3724660.286903381,2468770.201660156,2200652.859375,400590.5002441406,126537.5014648438,10,100,291,101,6,47,36,7,3,3,70,3,1,48.336411,31.071201,20.594538,80.642487,14.67956,4.6369419,413243,379665,137502,73685,63817,198,179,19,30822,16300,14522,406463,249006,157457,386445,164237,222208,224830,180800,44030,111246,12863,28030,25783,2247,16277,915,6896,4916,1980,71991,64270,7721,100721,69554,31167,24951,13949,11002,32489,7343,6767,3096,3671,29171,20020,9151,74304,53594,20710,16645,10091,6554,28978,24665,4313,5133,2349,2784,23548,16489,7059,26417,15960,10457,8306,3858,4448,10854,7824,3030,1634,747,887,5623,3531,2092,568078,232443,335635,464320,1445,70754,29475,.18710119,119875,27289,147164,947.033001460135,63.56,1010.593,124109,55057,179166
01,009,316077,65361,381438,.25596079,.018325813,.2742866,8320,20212,839,9159,1087.8014,1316.9656,1121.2334,1273517.592941284,1557043.794906616,1914030.893013,596644.296875,238123.2890625,124809.103515625,2,2,5,39,4,9,28,0,0,1,9,0,0,26.843109,32.819252,40.3438,62.163399,24.809677,13.003657,165524,150553,52817,27919,24898,64,64,0,72199,37634,34565,143910,89652,54258,172167,75872,96295,118459,78679,39780,47897,8317,10005,9134,871,6909,1411,7681,5585,2096,30208,26269,3939,62245,30782,31463,14131,5416,8715,11918,8294,8538,3485,5053,19364,9963,9401,43779,23862,19917,8810,3859,4951,14069,8965,5104,6503,2976,3527,14397,8062,6335,18466,6920,11546,5321,1557,3764,6143,2953,3190,2035,509,1526,4967,1901,3066,197618,86845,110773,100366,473,47545,10478,.17135419,47443,9598,57041,290.5650020092726,49.63,340.19501,56214,15379,71593
01,010,8092,1219516,1227608,.00068399246,.038112059,.038796052,78,140,6243,6321,1019.1436,76554.68,51428.906,111016.2998046875,19579.59985351563,4604.10009765625,17798129.8046875,807335.0502929688,277935.4000244141,3,38,64,7,1,1,0,0,0,0,1,0,0,82.112648,14.481953,3.4053996,94.252785,4.2753692,1.4718504,4264,3828,1231,659,572,0,0,0,3088,1628,1460,3731,2308,1423,4361,1956,2405,2278,1972,306,1255,72,147,134,13,74,4,47,46,1,1055,1001,54,951,717,234,121,101,20,129,11,142,32,110,548,455,93,659,538,121,105,88,17,92,87,5,47,27,20,415,336,79,292,179,113,16,13,3,48,42,6,95,5,90,133,119,14,5814,2292,3522,4399,6294,686250,6441,.99340832,1352,188834,190186,7.939999938011169,15.93,23.870001,1327,327624,328951
01,011,224083,47039,271122,.19032185,.015692629,.20601448,4640,11021,529,5169,1050.2823,1851.9291,1135.5658,2007931.194030762,925816.1063919067,485753.3990249634,568553.1015625,68167.6005859375,59879.30078125,4,20,60,36,10,22,26,22,5,7,9,0,0,58.71487,27.072229,14.204146,81.618301,9.7857599,8.5959377,119697,104386,37227,19878,17349,85,73,12,47209,24988,22221,108811,69255,39556,115272,50442,64830,75383,55213,20170,34574,4358,4638,3725,913,3927,713,1498,1196,302,28156,25726,2430,36451,20639,15812,7676,2446,5230,7137,3884,4536,1791,2745,13218,9265,3953,25234,15451,9783,4791,1751,3040,6970,5019,1951,3190,1470,1720,10283,7211,3072,11217,5188,6029,2885,695,2190,4051,2118,1933,1346,321,1025,2935,2054,881,148700,64484,84216,93634,236,0,4874,.17349754,34198,6966,41164,213.3550002351403,25.4,238.75499,38932,9817,48749
01,012,444191,80462,524653,.25167334,.010918419,.26259175,5939,23698,460,6399,837.68622,2087.2114,922.37048,4154382.201370239,1787701.99887085,1018675.297119141,932637.71875,90836.30236816406,41926.00207519531,11,88,177,49,7,29,34,9,2,1,9,0,0,59.682541,25.682421,14.634458,87.538742,8.5260277,3.9352357,229865,214326,78015,42832,35183,52,48,4,20553,10694,9859,226708,136329,90379,217483,93536,123947,145942,105346,40596,65040,6832,17411,15938,1473,5602,337,2912,2266,646,45610,41234,4376,74070,40306,33764,27449,11906,15543,17052,6646,5155,1276,3879,17768,10072,7696,46733,28299,18434,15700,7883,7817,14879,11575,3304,3311,1033,2278,12843,7808,5035,27337,12007,15330,11749,4023,7726,8819,5477,3342,1844,243,1601,4925,2264,2661,298249,124519,173730,261189,553,3239,17964,.15336232,69608,10654,80262,530.259399369359,38.55,568.80939,71872,20907,92779
01,013,214216,16360,230576,.59841579,.0046310849,.60304689,2608,6097,103,2711,773.34186,3029.6296,816.48615,1619347.900024414,1184653.603507996,767391.602432251,242024.40625,12765,255.3000030517578,4,11,34,15,5,13,19,2,1,4,7,0,0,45.344643,33.172424,21.48834,94.800003,5,.1,108653,105563,33849,17979,15870,0,0,0,10657,5490,5167,109322,63741,45581,104894,44912,59982,70006,49595,20411,37388,4667,25949,23297,2652,2466,142,929,738,191,12569,10887,1682,27951,12207,15744,16669,5999,10670,4079,2018,1225,354,871,3960,1775,2185,19893,9408,10485,11739,4489,7250,4408,3142,1266,661,260,401,3085,1517,1568,8058,2799,5259,4930,1510,3420,1689,937,752,564,94,470,875,258,617,144210,59058,85152,197245,118,8822,26067,.070952743,35712,2553,38265,277.0004005208611,5.4,282.40039,42055,5666,47721
01,014,708161,282887,991048,.28166986,.027839214,.30950907,14972,43841,2108,17080,1136.1935,4673.501,1449.3136,4579676.086372375,3374851.90158844,2540871.593070984,2747958.8359375,518122.595703125,333171.1044921875,13,90,343,87,7,31,43,6,0,2,20,2,0,43.636326,32.156452,24.210075,76.349159,14.395494,9.2568102,365387,342774,142717,77654,65063,1383,1371,12,78661,41208,37453,344325,205952,138373,363836,159435,204401,264383,156293,108090,94868,10702,31003,27648,3355,13885,1087,3494,2667,827,56101,50668,5433,158813,61425,97388,84185,22352,61833,26347,17494,7275,1914,5361,23512,10812,12700,99466,44357,55109,48689,14621,34068,29561,19547,10014,4364,1423,2941,16852,8766,8086,59347,17068,42279,35496,7731,27765,14280,6800,7480,2911,491,2420,6660,2046,4614,443778,209094,234684,290460,2436,54047,33439,.28544229,104951,35992,140943,623.2750011384487,60.53,683.80505,105570,57653,163223
01,015,307843,80613,388456,.39775282,.066081464,.46383426,7443,15286,876,8319,947.12646,1626.2457,1036.9932,1574447.300003052,2153556.599365234,1654136.499282837,735937.501953125,447199.701171875,196857.7978515625,6,16,50,24,2,13,22,2,1,6,16,0,0,29.252314,40.011829,30.732893,53.30563,32.391693,14.258859,157190,150653,53126,28123,25003,18,8,10,20160,10570,9590,147306,87803,59503,160537,69387,91150,115127,72917,42210,48944,5487,20877,18627,2250,7080,363,2036,1676,360,24075,21561,2514,60696,23973,36723,32585,9090,23495,9847,5439,2558,674,1884,10267,4362,5905,37917,16906,21011,18001,5684,12317,10573,7201,3372,1750,511,1239,7593,3510,4083,22779,7067,15712,14584,3406,11178,4713,2646,2067,808,163,645,2674,852,1822,192716,84273,108443,190179,3829,66515,24706,.20752157,53823,13806,67629,325.0283994190395,49.57,374.59842,54431,16769,71200
01,016,366810,32689,399499,.35418808,.00068584492,.35487396,3900,7979,33,3933,281.37735,1655.1393,301.87936,1942190.307815552,3399782.004081726,1742133.996055603,591519.484375,50180.2998046875,30200.2001953125,4,103,254,87,4,20,45,14,2,13,12,0,0,27.41503,47.989697,24.591129,88.036835,7.4684181,4.4947462,190079,176731,65019,33570,31449,51479,26237,25242,38124,19772,18352,190065,120847,69218,176745,69232,107513,137409,90270,47139,59543,9505,23987,20326,3661,3482,418,561,457,104,40600,35278,5322,68361,30727,37634,43707,14210,29497,4537,3442,1321,382,939,15354,11598,3756,49090,24116,24974,29900,10907,18993,6189,3403,2786,649,310,339,12352,9496,2856,19271,6611,12660,13807,3303,10504,1790,1134,656,672,72,600,3002,2102,900,229401,99809,129592,381789,21,2843,24008,.081824988,70844,6719,77563,1303.622991226614,19.75,1323.373,69048,9687,78735
01,017,248907,11811,260718,.48076072,.0018975732,.4826583,3244,5071,47,3291,210.95351,783.22284,218.17517,1070100.396034241,2140075.287414551,1664678.796417236,155793.20703125,43527.40087890625,16879.400390625,3,44,87,33,1,14,11,0,0,0,0,1,0,21.950327,43.898079,34.146557,72.059761,20.132933,7.8073082,130399,118508,49049,25380,23669,12606,6469,6137,37661,19829,17832,104183,70042,34141,144724,60357,84367,76552,59568,16984,39003,4360,19558,18039,1519,3077,167,958,378,580,19603,17509,2094,33189,20565,12624,18651,11803,6848,3530,1541,1514,282,1232,7953,4950,3003,25201,16432,8769,13397,9114,4283,3812,2838,974,1341,250,1091,6651,4230,2421,7988,4133,3855,5254,2689,2565,1259,692,567,173,32,141,1302,720,582,172355,70831,101524,108998,43,0,19601,.045301821,48751,2162,50913,1179.913997247815,15.08,1194.9939,43363,4066,47429
01,018,215831,14865,230696,.50856477,.0011404804,.50970525,3566,12682,17,3583,135.23119,23595.238,144.48798,854956.992805481,1897759.708404541,1497634.594116211,253926.984375,8672,8401,2,23,44,44,1,10,21,3,0,0,5,0,0,20.117109,44.654221,35.239288,93.699997,3.2,3.0999999,111986,103845,37769,19608,18161,14020,7163,6857,38069,19840,18229,96112,61934,34178,119719,50052,69667,78096,52640,25456,32312,7947,19176,14664,4512,2653,913,393,246,147,17124,14749,2375,37837,20328,17509,20031,8571,11460,8179,4503,770,206,564,4354,3372,982,26435,15146,11289,14165,6617,7548,8294,5692,2602,544,159,385,3432,2678,754,11402,5182,6220,5866,1954,3912,4388,2487,1901,226,47,179,922,694,228,137735,59346,78389,144607,34,0,19210,.064435445,42499,2710,45209,1596.014996081591,.63,1596.645,40259,4459,44718
01,019,439886,108208,548094,.39723012,.0062186331,.40344876,3483,7367,337,3820,203.83371,2475.0229,248.9319,938264.0051040649,3525496.306381226,3293011.507270813,1549118.674194336,261398.796875,224782.5087890625,4,78,243,74,0,27,86,8,1,0,3,0,0,12.095863,45.44981,42.452675,76.112549,12.843256,11.044195,229340,210546,72207,38065,34142,120439,62619,57820,52522,27140,25382,233218,141847,91371,206668,87493,119175,193869,121747,72122,89288,19531,56434,45571,10863,2571,912,801,643,158,48101,40503,7598,85050,32459,52591,53812,17872,35940,3124,4243,1359,393,966,22512,11070,11442,68782,26775,42007,43785,14432,29353,5287,2421,2866,960,292,668,18750,9630,9120,16268,5684,10584,10027,3440,6587,2080,703,1377,399,101,298,3762,1440,2322,246017,107593,138424,291266,601,5054,57035,.19742599,77569,20353,97922,2158.062999404967,43.72000000000001,2201.783,108819,42018,150837
01,020,284637,26996,311633,.55637789,.010737017,.56711489,1177,2169,115,1292,170.74692,692.02771,182.66656,937244.0974349976,2405807.796646118,1763404.291893005,380151.9008789063,98663.40234375,24436.50012207031,2,6,14,50,1,28,45,39,3,1,4,0,0,18.352146,47.108044,34.529163,75.57692,19.61499,4.858151,149930,134707,52010,27076,24934,32481,16902,15579,85561,44901,40660,129698,81558,48140,154939,68372,86567,132150,79313,52837,66576,12179,47688,42063,5625,928,249,264,191,73,29626,23394,6232,53395,12737,40658,46010,10374,35636,717,1452,238,33,205,4978,1613,3365,43293,9315,33978,36829,7274,29555,1905,621,1284,193,29,164,4366,1391,2975,10102,3422,6680,9181,3100,6081,264,96,168,45,4,41,612,222,390,152487,70617,81870,225388,828,0,48516,.086627543,51070,5030,56100,1667.010995164514,39.01,1706.021,78755,9072,87827
01,021,725784,765013,1490797,.14184253,.012656587,.15449911,13685,17735,1876,15561,354.25699,3034.2007,647.92474,9628692.187614441,3624984.604156494,1843551.097747803,13943618.3828125,1112040.780029297,434710.5978240967,16,361,916,95,5,72,86,10,2,0,0,1,1,63.650677,23.963037,12.186833,90.012253,7.1787176,2.8062501,381082,344702,89699,50594,39105,253996,132650,121346,44012,23019,20993,496553,282266,214287,229231,98816,130415,225693,185709,39984,141941,19707,43213,37851,5362,12185,1500,3869,2654,1215,100881,89251,11630,64045,43768,20277,19616,11428,8188,12850,4885,2064,864,1200,24630,18626,6004,50216,34965,15251,15189,9332,5857,12894,9594,3300,1554,673,881,20579,15366,5213,13829,8803,5026,4427,2096,2331,4841,3256,1585,510,191,319,4051,3260,791,500091,195373,304718,693481,3201,12228,46414,.51315707,151274,154908,306182,2048.750002894551,252.1300000000001,2300.8799,161648,239487,401135
01,022,257751,53615,311366,.20071788,.0095579941,.21027587,2238,3597,165,2403,316.987,1383.256,365.5011,3451201.483230591,1222396.001853943,637835.7007675171,873522.078125,141075.5009765625,51933.60095214844,9,61,124,50,6,16,20,6,0,1,2,1,0,64.972351,23.01284,12.007901,81.890137,13.225415,4.8686228,135530,122221,32038,18022,14016,74860,39004,35856,16635,8676,7959,180101,102439,77662,77650,33091,44559,73054,64561,8493,51484,4889,12357,11220,1137,2085,153,942,863,79,40836,37316,3520,16681,13077,3604,3851,2871,980,2752,845,399,324,75,8834,7130,1704,12863,10308,2555,3008,2358,650,2641,2051,590,317,262,55,6897,5637,1260,3818,2769,1049,843,513,330,956,701,255,82,62,20,1937,1493,444,184697,70969,113728,318764,530,2752,12887,.17219286,53118,10667,63785,813.1280014663935,38.75999999999999,851.888,56373,16341,72714
02,023,482965,36108,519073,.45593914,.00054334197,.4564825,2629,6433,21,2650,177.26511,1740.1445,189.078,2993376.99962616,5418963.187347412,1043364.203300476,645110.41015625,115954.203125,25335.40029907227,17,64,278,177,7,50,59,42,3,2,22,0,0,31.644136,57.285938,11.029803,82.033371,14.74494,3.2216938,241960,241005,67014,34285,32729,105635,53144,52491,132907,66589,66318,293678,169270,124408,189287,72690,116597,280852,148333,132519,77857,30085,51915,32763,19152,1632,997,1835,1118,717,51563,42344,9219,172910,70476,102434,144437,53615,90822,3502,2931,2562,1043,1519,19478,12316,7162,112316,46126,66190,92086,33648,58438,4840,2660,2180,1774,730,1044,13616,9088,4528,60594,24350,36244,52351,19967,32384,1593,842,751,788,313,475,5862,3228,2634,202113,93627,108486,1099594,44,0,51959,.069562472,94595,7864,102459,2724.535005443031,20.75,2745.2849,107942,11688,119630
02,024,1422569,86281,1508850,.25433072,.0022893145,.25662005,10816,43247,305,11121,326.52722,1808.4469,342.58002,18524718.59906006,10367002.60047913,2918895.404018402,1661017.234375,276563.2021484375,113469.3011169434,28,167,592,528,10,80,216,66,0,0,104,8,1,58.233688,32.589363,9.1757421,80.993622,13.485625,5.5329285,704752,717817,156450,83348,73102,304627,152100,152527,80207,39482,40725,1081489,568060,513429,341080,136692,204388,644736,380404,264332,225404,62397,68950,43228,25722,8257,2559,7112,5696,1416,200923,168223,32700,356935,155000,201935,233065,77308,155757,24182,19065,7790,4166,3624,72833,49344,23489,235216,109507,125709,144739,48620,96119,32611,19186,13425,5577,3323,2254,52289,38378,13911,121719,45493,76226,88326,28688,59638,10636,4996,5640,2213,843,1370,20544,10966,9578,777833,324348,453485,3823025,413,1990,69363,.057183284,318110,20508,338618,4356.662615951151,47.71000000000001,4404.3726,287801,25830,313631
02,025,31564,0,31564,.60171163,0,.60171163,263,309,0,263,74.417786,,74.417786,171310.3022766113,394912.9984741211,94768.79902648926,0,0,0,2,23,43,22,4,16,8,12,2,0,7,0,0,25.66831,59.17186,14.1997,,,,16588,14976,3125,1537,1588,2235,1154,1081,25707,12748,12959,21845,12897,8948,9719,3691,6028,19295,10763,8532,8732,6458,8877,4018,4859,167,96,155,93,62,5895,4454,1441,4105,2031,2074,2350,873,1477,172,137,12,6,6,1434,980,454,2744,1358,1386,1517,529,988,242,140,102,9,5,4,976,684,292,1361,673,688,833,344,489,67,32,35,3,1,2,458,296,162,12269,5825,6444,280744,0,0,8877,0,6674,0,6674,424.1459008026868,0,424.1459,15190,0,15190
02,026,396427,41391,437818,.71471459,.0057102474,.72042483,6881,4903,291,7172,658.83704,2416.2871,707.48492,3675328.694671631,3709187.20879364,1049450.406410217,904747.921875,114430.701171875,25864.89990234375,14,60,287,101,4,16,90,19,1,0,4,1,1,43.576496,43.977936,12.442798,86.587036,10.951354,2.4753468,203225,193202,46383,23566,22817,115514,58981,56533,12463,6320,6143,274709,156251,118458,121718,46974,74744,252090,136058,116032,107069,71368,131675,72359,59316,4002,2879,1474,944,530,38407,29764,8643,73653,28989,44664,64237,24677,39560,1962,2941,806,353,453,3707,1997,1710,42505,14984,27521,35797,11920,23877,3445,1362,2083,394,156,238,2869,1546,1323,31148,14005,17143,28440,12757,15683,1458,600,858,412,197,215,838,451,387,144337,67167,77170,300134,816,865,132491,.094539285,84342,10449,94791,601.7072009388357,17.13,618.83722,178437,15425,193862
02,027,937140,62637,999777,.53736353,.0016082828,.53897184,4713,10914,96,4809,273.4823,2250.7007,289.41095,10840049.80021667,8294650.99016571,1239000.698379517,1393821.328125,126476.2026367188,19256.79956054688,18,124,445,284,9,52,159,38,2,4,45,0,0,53.203484,40.710545,6.0810747,90.51963,8.2138071,1.2506039,466050,471090,106402,55468,50934,280580,140605,139975,12359,6114,6245,671588,366395,305193,265552,99655,165897,549714,280944,268770,170165,93286,147981,77310,70671,2940,1773,3567,2750,817,107190,87165,20025,286263,110779,175484,238809,84365,154444,5032,5882,3147,1719,1428,33393,19663,13730,201190,76860,124330,166758,56265,110493,8010,3745,4265,2404,1408,996,24018,15442,8576,85073,33919,51154,72051,28100,43951,2904,1287,1617,743,311,432,9375,4221,5154,387426,185106,202320,2939192,361,4738,148342,.062650971,203747,15398,219145,3426.693598194979,27.83,3454.5237,263451,20703,284154
