pc11_state_id,pc11_district_id,pc11r_pca_tot_p,pc11u_pca_tot_p,pc11_pca_tot_p,pc11r_ag_main_share,pc11u_ag_main_share,pc11_ag_main_share,pc11r_pca_main_al_p,pc11r_pca_marg_al_p,pc11u_pca_main_al_p,pc11_pca_main_al_p,pc11r_pdensity,pc11u_pdensity,pc11_pdensity,pc11r_hl_dw_loc_inprem_no,pc11r_hl_dw_loc_nearprem_no,pc11r_hl_dw_loc_far_no,pc11u_hl_dw_loc_inprem_no,pc11u_hl_dw_loc_nearprem_no,pc11u_hl_dw_loc_far_no,pc11_tot_all_hosp,pc11_tot_all_hosp_doc_tot,pc11_tot_all_hosp_pmed_tot,pc11_tot_disp,pc11_tot_ch_cntr,pc11_tot_ph_cntr,pc11_tot_phs_cntr,pc11_tot_mcw_cntr,pc11_tot_tb_cln,pc11_tot_mh_cln,pc11_tot_fwc_cntr,pc11_tot_nh,pc11_tot_mh,pc11r_hl_dw_loc_inprem_sh,pc11r_hl_dw_loc_nearprem_sh,pc11r_hl_dw_loc_far_sh,pc11u_hl_dw_loc_inprem_sh,pc11u_hl_dw_loc_nearprem_sh,pc11u_hl_dw_loc_far_sh,pc11r_pca_tot_m,pc11r_pca_tot_f,pc11r_pca_p_06,pc11r_pca_m_06,pc11r_pca_f_06,pc11r_pca_p_sc,pc11r_pca_m_sc,pc11r_pca_f_sc,pc11r_pca_p_st,pc11r_pca_m_st,pc11r_pca_f_st,pc11r_pca_p_lit,pc11r_pca_m_lit,pc11r_pca_f_lit,pc11r_pca_p_ill,pc11r_pca_m_ill,pc11r_pca_f_ill,pc11r_pca_tot_work_p,pc11r_pca_tot_work_m,pc11r_pca_tot_work_f,pc11r_pca_mainwork_m,pc11r_pca_mainwork_f,pc11r_pca_main_cl_p,pc11r_pca_main_cl_m,pc11r_pca_main_cl_f,pc11r_pca_main_al_m,pc11r_pca_main_al_f,pc11r_pca_main_hh_p,pc11r_pca_main_hh_m,pc11r_pca_main_hh_f,pc11r_pca_main_ot_p,pc11r_pca_main_ot_m,pc11r_pca_main_ot_f,pc11r_pca_margwork_p,pc11r_pca_margwork_m,pc11r_pca_margwork_f,pc11r_pca_marg_cl_p,pc11r_pca_marg_cl_m,pc11r_pca_marg_cl_f,pc11r_pca_marg_al_m,pc11r_pca_marg_al_f,pc11r_pca_marg_hh_p,pc11r_pca_marg_hh_m,pc11r_pca_marg_hh_f,pc11r_pca_marg_ot_p,pc11r_pca_marg_ot_m,pc11r_pca_marg_ot_f,pc11r_pca_margwork36_p,pc11r_pca_margwork36_m,pc11r_pca_margwork36_f,pc11r_pca_marg_cl36_p,pc11r_pca_marg_cl36_m,pc11r_pca_marg_cl36_f,pc11r_pca_marg_al36_p,pc11r_pca_marg_al36_m,pc11r_pca_marg_al36_f,pc11r_pca_marg_hh36_p,pc11r_pca_marg_hh36_m,pc11r_pca_marg_hh36_f,pc11r_pca_marg_ot36_p,pc11r_pca_marg_ot36_m,pc11r_pca_marg_ot36_f,pc11r_pca_margwork03_p,pc11r_pca_margwork03_m,pc11r_pca_margwork03_f,pc11r_pca_marg_cl03_p,pc11r_pca_marg_cl03_m,pc11r_pca_marg_cl03_f,pc11r_pca_marg_al03_p,pc11r_pca_marg_al03_m,pc11r_pca_marg_al03_f,pc11r_pca_marg_hh03_p,pc11r_pca_marg_hh03_m,pc11r_pca_marg_hh03_f,pc11r_pca_marg_ot03_p,pc11r_pca_marg_ot03_m,pc11r_pca_marg_ot03_f,pc11r_pca_non_work_p,pc11r_pca_non_work_m,pc11r_pca_non_work_f,pc11r_pca_sex_2011,pc11u_pca_main_cl_p,pc11_slum_tot_p,pc11_pca_main_cl_p,pc11_urb_share,pc11r_pca_no_hh,pc11u_pca_no_hh,pc11_pca_no_hh,pc11_vd_area,pc11_td_area,pc11_area,pc11r_pca_mainwork_p,pc11u_pca_mainwork_p,pc11_pca_mainwork_p
08,129,1181838,229291,1411129,.73650122,.014243577,.75074476,92797,111262,3331,96128,198.19458,2084.0847,232.35963,1972949.208473206,13299102.08126831,8497269.002372742,3068628.2890625,1054292.705078125,434474.30078125,20,230,402,38,8,53,276,52,0,2,15,0,2,8.3000956,55.948635,35.74757,67.30481,23.124004,9.5294085,606533,575305,177367,92552,84815,205764,106454,99310,171828,88680,83148,578866,375242,203624,602972,231291,371681,611622,342286,269336,283456,127999,257522,182566,74956,50486,42311,4803,3421,1382,56333,46983,9350,200167,58830,141337,67109,16978,50131,30731,80531,3291,1148,2143,18505,9973,8532,164018,46356,117662,51588,11598,39990,95512,25878,69634,2549,890,1659,14369,7990,6379,36149,12474,23675,15521,5380,10141,15750,4853,10897,742,258,484,4136,1983,2153,570216,264247,305969,1417103,3444,15568,260966,.16248763,237702,45593,283295,5963.018690958619,110.02,6073.0386,411455,64198,475653
08,130,2459994,608426,3068420,.50983214,.0092113502,.51904351,82483,215858,2845,85328,229.99176,3709.2361,282.54227,5950223.389144897,21728210.79567719,21918487.89157867,10742419.5078125,1374114.072265625,639673.0871582031,25,130,367,95,16,138,799,182,14,7,37,0,1,11.997071,43.809261,44.192905,84.215958,10.772465,5.0147624,1251316,1208678,441482,228369,213113,122385,62733,59652,1483035,751109,731926,1108846,712379,396467,1351148,538937,812211,1156103,666719,489384,463211,165789,336780,242365,94415,42726,39757,11909,8084,3825,197828,170036,27792,527103,203508,323595,196239,76428,119811,68369,147489,10283,3793,6490,104723,54918,49805,412891,165283,247608,159230,62952,96278,172029,55509,116520,7767,2978,4789,73865,43844,30021,114212,38225,75987,37009,13476,23533,43829,12860,30969,2516,815,1701,30858,11074,19784,1303891,584597,719294,2399971,4730,69876,341510,.19828641,495973,127558,623531,10696.00901820883,164.03,10860.039,629000,193355,822355
08,131,796041,71807,867848,.83464092,.010792652,.84543359,38277,56007,1662,39939,196.74318,2488.115,212.97133,1249236.502243042,9189365.493637085,5942450.28200531,975968.953125,358900.99609375,156730.103515625,7,54,172,17,5,40,197,54,1,3,5,0,1,7.6261311,56.097706,36.276482,65.431007,24.061478,10.507516,401171,394870,141751,73237,68514,50476,25676,24800,545422,274133,271289,348072,220661,127411,447969,180510,267459,454927,231720,223207,185554,118802,235022,145599,89423,16817,21460,2182,1449,733,28875,21689,7186,150571,46166,104405,69294,18506,50788,17940,38067,1677,658,1019,23593,9062,14531,117498,32155,85343,55159,12071,43088,41842,12244,29598,1190,417,773,19307,7423,11884,33073,14011,19062,14135,6435,7700,14165,5696,8469,487,241,246,4286,1639,2647,341114,169451,171663,958727,1872,11638,236894,.082741447,163810,14916,178726,4046.092107385397,28.86,4074.9521,304356,23089,327445
09,132,2399856,1066526,3466382,.45219728,.026858471,.47905576,196198,57743,14848,211046,749.54102,10030.34,1047.8475,24346263.00575256,11766673.89863586,4707016.686927795,17194052.03125,1473661.544921875,277399.4049072266,28,121,410,15,13,36,14,49,2,0,44,8,0,59.643269,28.825897,11.53121,90.753899,7.7783022,1.4641737,1269803,1130053,374994,198976,176018,627371,334256,293115,148,74,74,1390046,833060,556986,1009810,436743,573067,718379,629914,88465,550895,54374,202957,193655,9302,177184,19014,12914,9951,2963,193200,170105,23095,113110,79019,34091,9006,5515,3491,42412,15331,4822,2715,2107,41539,28377,13162,90876,65829,25047,6847,4319,2528,48040,36651,11389,3428,2092,1336,32561,22767,9794,22234,13190,9044,2159,1196,963,9703,5761,3942,1394,623,771,8978,5610,3368,1681477,639889,1041588,1103138,8860,152734,211817,.307677,408198,189458,597656,3201.767491009086,106.33,3308.0977,605269,277432,882701
09,133,2952200,1191312,4143512,.47070405,.044520866,.51522493,221934,67294,28650,250584,798.57672,8484.5234,1079.8167,29986135.84361649,12993186.43475342,4594110.495399475,17616804.0703125,1829527.893066406,641872.1094970703,40,117,363,33,10,61,38,191,13,6,94,26,0,63.02932,27.311012,9.6565847,87.692474,9.1069765,3.1950943,1565004,1387196,471375,253186,218189,458494,244133,214361,248,136,112,1695394,1032545,662849,1256806,532459,724347,943456,772062,171394,680350,96736,289011,268837,20174,195349,26585,21382,15084,6298,244759,201080,43679,166370,91712,74658,25736,10138,15598,41385,25909,10598,4136,6462,62742,36053,26689,138009,78001,60008,19270,7272,11998,56784,35911,20873,8514,3410,5104,53441,31408,22033,28361,13711,14650,6466,2866,3600,10510,5474,5036,2084,726,1358,9301,4645,4656,2008744,792942,1215802,772720,19677,15262,308688,.28751263,475749,200893,676642,3696.826915979385,140.41,3837.2368,777086,308405,1085491
09,134,2757401,925312,3682713,.46814278,.034579378,.50272214,191413,93126,19853,211266,741.90082,8559.2236,962.85675,31675690.71537781,12281091.5694809,3928919.002300262,12973560.95703125,1911222.895996094,533001.494140625,35,129,190,35,8,31,62,44,4,6,41,23,0,66.129204,25.639183,8.2023878,84.134636,12.394442,3.4565597,1438412,1318989,428311,228114,200197,716442,376424,340018,2974,1549,1425,1596174,942936,653238,1161227,495476,665751,827536,690602,136934,554375,70160,201723,186272,15451,174665,16748,26279,18342,7937,205120,175096,30024,203001,136227,66774,20464,10772,9692,68048,25078,13475,5532,7943,75936,51875,24061,166469,114986,51483,16243,8941,7302,77160,57817,19343,9933,4320,5613,63133,43908,19225,36532,21241,15291,4221,1831,2390,15966,10231,5735,3542,1212,2330,12803,7967,4836,1929865,747810,1182055,1991492,9186,4007,210909,.25125825,478997,154200,633197,3716.670609924942,108.107,3824.7776,624535,215243,839778
09,135,3198383,1573623,4772006,.46109933,.036984783,.4980841,196595,106787,26697,223292,952.01123,10608.933,1360.3456,40791166.82074738,8476557.397981644,2984498.896184921,25361261.9140625,1543448.062255859,435017.9844970703,25,149,339,35,10,43,117,71,5,7,59,152,1,78.029945,16.214914,5.7090859,92.760101,5.6452398,1.5911003,1680022,1518361,562904,293864,269040,582700,306887,275813,171,99,72,1407142,879994,527148,1791241,800028,991213,950534,786552,163982,638781,77338,312905,290639,22266,179276,17319,33807,23092,10715,172812,145774,27038,234415,147771,86644,39938,21039,18899,75935,30852,18946,7159,11787,68744,43638,25106,191861,126173,65688,30917,17314,13603,88565,65692,22873,14377,5769,8608,58002,37398,20604,42554,21598,20956,9021,3725,5296,18222,10243,7979,4569,1390,3179,10742,6240,4502,2247849,893470,1354379,1391971,14170,220701,327075,.32976133,522763,273407,796170,3359.606335971504,148.33,3507.9365,716119,388849,1104968
09,136,1747172,588647,2335819,.5531593,.046724416,.59988374,133391,74993,17419,150810,783.24274,5784.6602,1001.4442,24381062.08598328,3545124.199867249,1123465.005729675,9790867.578125,448035.3979492188,90094.10021972656,15,61,192,19,5,25,4,438,4,3,26,0,0,83.923592,12.202895,3.8671498,94.853447,4.3405452,.87282723,916878,830294,298914,155688,143226,277838,146888,130950,122,66,56,758979,470606,288373,988193,446272,541921,554958,450806,104152,360953,45270,178738,168008,10730,121744,11647,17150,9609,7541,76944,61592,15352,148735,89853,58882,25855,13253,12602,53998,20995,16291,4939,11352,31596,17663,13933,115552,73548,42004,17533,9823,7710,59646,44723,14923,12505,4001,8504,25868,15001,10867,33183,16305,16878,8322,3430,4892,15347,9275,6072,3786,938,2848,5728,2662,3066,1192214,466072,726142,998946,8946,23565,187684,.25200883,290515,103221,393736,2230.690400250256,101.76,2332.4504,406223,158043,564266
09,137,1381508,458713,1840221,.55468541,.032361262,.58704668,72926,47634,9076,82002,700.80945,7710.3691,906.15729,17975109.99554443,4014746.69960022,1542155.802833557,7236211.6875,509273.705078125,151896.7941894531,13,83,102,15,7,24,6,27,3,1,27,14,0,76.35434,17.053766,6.5507412,91.616173,6.4478083,1.9231337,724539,656969,231598,122052,109546,276283,144700,131583,31,15,16,729207,456283,272924,652301,268256,384045,463948,344185,119763,288467,53481,178661,158028,20633,62190,10736,11615,6415,5200,78746,61834,16912,122000,55718,66282,33124,9458,23666,25707,21927,8661,2289,6372,32581,18264,14317,99141,46328,52813,25892,7047,18845,38921,21994,16927,6755,1874,4881,27573,15413,12160,22859,9390,13469,7232,2411,4821,8713,3713,5000,1906,415,1491,5008,2851,2157,917560,380354,537206,863847,5602,0,184263,.2492706,235417,78984,314401,1971.303349561989,59.493,2030.7964,341948,111619,453567
09,138,1684507,1759182,3443689,.28069848,.042817213,.32351568,89170,34950,23077,112247,753.42352,6814.0449,1380.8041,20058595.84723663,5571188.097663879,1532069.393699646,27817346.44140625,2288589.481933594,638274.3862304688,29,132,442,40,12,32,11,72,11,14,64,50,2,73.83197,20.50651,5.6392632,90.483215,7.4442377,2.0761549,894920,789587,267252,144053,123199,347463,185897,161566,222,122,100,1002668,606760,395908,681839,288160,393679,543366,435196,108170,369254,59829,160879,144739,16140,75582,13588,20038,13391,6647,158996,135542,23454,114283,65942,48341,17955,7842,10113,21477,13473,8293,3401,4892,53085,33222,19863,94361,55158,39203,13967,6183,7784,29346,18457,10889,6140,2528,3612,44908,27990,16918,19922,10784,9138,3988,1659,2329,5604,3020,2584,2153,873,1280,8177,5232,2945,1141141,459724,681417,529065,15065,572081,175944,.51084232,271679,307431,579110,2235.803630873561,258.17,2493.9736,429083,461727,890810
09,139,1028023,275025,1303048,.44702095,.036942594,.48396355,45201,22800,4241,49442,856.41718,5604.1772,1042.8961,6717135.431549072,7349298.089233398,2379043.500305176,3113348.51171875,1009477.79296875,421385.701171875,20,122,214,9,5,20,11,34,2,0,28,2,0,40.83514,44.678215,14.462798,68.542747,22.224424,9.2771282,553807,474216,154270,83995,70275,125954,67707,58247,13,9,4,626257,388481,237776,401766,165326,236440,337563,272925,64638,230661,35607,104336,95708,8628,38553,6648,11352,7608,3744,105379,88792,16587,71295,42264,29031,11341,4490,6851,14093,8707,5904,2613,3291,31250,21068,10182,60179,36577,23602,8365,3355,5010,19507,12460,7047,5252,2308,2944,27055,18454,8601,11116,5687,5429,2976,1135,1841,3293,1633,1660,652,305,347,4195,2614,1581,690460,280882,409578,248107,8117,52172,112453,.21106283,164494,45422,209916,1200.376470707357,49.075,1249.4514,266268,68251,334519
09,140,1519098,3162547,4681645,.14580764,.032222562,.17803021,59577,31195,23650,83227,915.35663,7884.8027,2271.9114,19725018.22879028,4038443.101020813,1041467.79888916,49992328.265625,7496441.125709534,2758457.800140381,22,159.4615383148193,466,69,14,43,85,48,11,4,43,146,1,79.520332,16.280762,4.1986203,82.957466,12.439625,4.5773959,808222,710876,248759,134152,114607,287708,153686,134022,572,308,264,922310,558355,363955,596788,249867,346921,496077,388755,107322,326150,59258,123107,110442,12665,49346,10231,19672,12634,7038,183052,153728,29324,110669,62605,48064,13872,6443,7429,17830,13365,9982,3370,6612,55620,34962,20658,91759,52588,39171,10887,5096,5791,26025,15114,10911,7887,2679,5208,46960,29699,17261,18910,10017,8893,2985,1347,1638,5170,2716,2454,2095,691,1404,8660,5263,3397,1023021,419467,603554,445643,16722,636312,139829,.67552048,248050,602626,850676,1659.569583207369,401.094,2060.6636,385408,867503,1252911
09,141,673806,974309,1648115,.15856548,.034495696,.19306117,19219,17867,8399,27618,710.95654,5178.3628,1450.9386,8770317.11390686,1814789.898704529,605353.4033279419,18807291.8203125,2059939.912597656,636207.485168457,11,27.61538457870483,80,14,11,22,27,28,4,2,21,2,7,78.365173,16.215643,5.408998,87.405037,9.5733681,2.9567118,359605,314201,109480,59951,49529,129086,68551,60535,220,116,104,421928,258660,163268,251878,100945,150933,216673,163103,53570,129770,26540,53482,46775,6707,15318,3901,9497,6002,3495,74112,61675,12437,60363,33333,27030,10213,4662,5551,10510,7357,6071,2491,3580,26212,15670,10542,50112,28324,21788,8113,3817,4296,14766,8865,5901,4881,2026,2855,22352,13616,8736,10251,5009,5242,2100,845,1255,3101,1645,1456,1190,465,725,3860,2054,1806,457133,196502,260631,264580,7417,80998,60899,.59116566,111916,215174,327090,947.7457076832652,188.15,1135.8958,156310,302182,458492
09,142,2631742,867429,3499171,.45720592,.028190861,.48539677,123277,99126,13503,136780,753.74127,5087.2319,955.51385,32369963.24500275,8910317.789932251,2759025.408103943,13114496.56640625,1209501.911132813,369146.1979980469,19,115,362,30,17,44,13,71,8,7,60,21,0,73.456581,20.220024,6.2610068,89.298698,8.235692,2.5135753,1390490,1241252,422617,228415,194202,606673,321833,284840,41,28,13,1517979,954110,563869,1113763,436380,677383,919473,679517,239956,553938,112677,281449,252524,28925,101559,21718,31607,15103,16504,230282,184752,45530,252858,125579,127279,38679,13422,25257,57163,41963,18085,5084,13001,96968,49910,47058,210230,107133,103097,29045,9679,19366,84156,50624,33532,15176,4119,11057,81853,42711,39142,42628,18446,24182,9634,3743,5891,14970,6539,8431,2909,965,1944,15115,7199,7916,1712269,710973,1001296,1044185,11452,113254,292901,.24789557,440668,146861,587529,3491.572114214301,170.511,3662.083,666615,218601,885216
09,143,2456698,1217191,3673889,.43497047,.025068173,.46003863,135935,110345,13085,149020,703.9563,2018.2911,897.61957,22648741.3629837,13264948.5114212,4787083.704627991,15251906.125,3884584.144042969,1283031.386657715,18,100,122,23,13,30,10,55,7,3,46,119,0,55.643364,32.589287,11.760894,74.640945,19.010674,6.2789969,1308923,1147775,403098,215026,188072,564827,301494,263333,274,147,127,1382995,876316,506679,1073703,432607,641096,815516,624864,190652,491875,83848,240662,221098,19564,117486,18449,26965,14846,12119,172161,138445,33716,239793,132989,106804,30362,14203,16159,69681,40664,23247,6695,16552,75839,42410,33429,196400,112651,83749,24132,11612,12520,91297,60248,31049,17318,4876,12442,63653,35915,27738,43393,20338,23055,6230,2591,3639,19048,9433,9615,5929,1819,4110,12186,6495,5691,1641182,684059,957123,1027558,8619,261491,249281,.3313086,407034,204337,611371,3489.844349548221,603.08,4092.9243,575723,290076,865799
09,144,1232015,332693,1564708,.53616863,.023614343,.55978298,72461,71766,5018,77479,719.86957,7249.793,890.38837,7894468.091339111,9141801.893211365,3436403.785835266,4165088.45703125,1121348.997070313,316648.6091308594,13,86,328,22,3,22,3,30,2,0,34,0,2,38.542126,44.631821,16.777103,74.332779,20.012297,5.6511092,659814,572201,200176,107409,92767,318235,170204,148031,233,116,117,737968,461121,276847,494047,198693,295354,388036,314103,73933,232694,31467,108386,101311,7075,65161,7300,14113,9403,4710,69201,56819,12382,123875,81409,42466,12534,7837,4697,51844,19922,9457,3330,6127,30118,18398,11720,100375,69630,30745,9749,6560,3189,58282,44484,13798,7129,2554,4575,25215,16032,9183,23500,11779,11721,2785,1277,1508,13484,7360,6124,2328,776,1552,4903,2366,2537,843979,345711,498268,568837,2947,128283,111333,.21262306,204827,56033,260860,1711.442001366988,45.89,1757.332,264161,73134,337295
09,145,1791191,755993,2547184,.44262683,.029224999,.47185183,81590,84515,8275,89865,602.96478,4950.5142,815.52966,10574288.26663208,8968596.169219971,9737654.863285065,9755752.91796875,2205731.9921875,1063956.501464844,20,86,246,23,15,22,11,40,7,3,48,49,8,36.104385,30.621981,33.247822,74.903664,16.935383,8.1689482,962028,829163,301131,160795,140336,400917,214919,185998,313,163,150,1021669,658485,363184,769522,303543,465979,615471,442603,172868,345877,68182,181684,161276,20408,63288,18302,18064,11273,6791,132721,110040,22681,201412,96726,104686,43445,15892,27553,40533,43982,14117,4514,9603,59335,35787,23548,160754,80765,79989,32018,12342,19676,67471,34183,33288,10815,3433,7382,50450,30807,19643,40658,15961,24697,11427,3550,7877,17044,6350,10694,3302,1081,2221,8885,4980,3905,1175720,519425,656295,634620,9108,168780,190792,.29679561,292881,130244,423125,2970.639372423291,152.71,3123.3494,414059,180740,594799
09,146,2394602,2024195,4418797,.33601633,.030091513,.36610785,118208,88710,18260,136468,631.10425,8163.3931,1093.1488,8515782.412910461,19590245.25694275,9073799.088226318,24774614.97265625,7199590.011230469,1904352.392333984,127,282,1772,66,19,41,26,66,7,32,57,28,0,22.904757,52.691555,24.405645,73.129997,21.251833,5.6212897,1285184,1109418,409971,220138,189833,505140,270558,234582,1113,565,548,1401109,882241,518868,993493,402943,590550,740408,594479,145929,478783,66218,234798,217680,17118,104102,14106,26999,17426,9573,164996,139575,25421,195407,115696,79711,32937,17199,15738,54177,34533,15914,6225,9689,57846,38095,19751,157522,96997,60525,24762,13774,10988,71213,45838,25375,11992,4785,7207,49555,32600,16955,37885,18699,19186,8175,3425,4750,17497,8339,9158,3922,1440,2482,8291,5495,2796,1654194,690705,963489,769680,13353,533554,248151,.45808735,371791,338775,710566,3794.304833173752,247.96,4042.2649,545001,505561,1050562
09,147,1664987,833169,2498156,.41565663,.026870089,.4425267,78839,55981,9606,88445,708.4303,13490.431,1035.7162,5663077.517990112,15744626.63169098,6081324.116889954,8133421.36328125,4209484.9765625,1591257.002929688,16,78,305,12,9,46,33,58,2,2,54,0,1,20.600725,57.274639,22.122192,58.358898,30.203882,11.417583,891872,773115,265252,141116,124136,333275,178450,154825,108,55,53,1016244,623082,393162,648743,268790,379953,491552,412302,79250,324187,38550,159602,149177,10425,71569,7270,14553,9501,5052,109743,93940,15803,128815,88115,40700,17742,11063,6679,44553,11428,10353,4173,6180,44739,28326,16413,105480,74684,30796,13241,9051,4190,46467,37981,8486,7688,3191,4497,38084,24461,13623,23335,13431,9904,4501,2012,2489,9514,6572,2942,2665,982,1683,6655,3865,2790,1173435,479570,693865,686484,5808,123210,165410,.33351359,274897,139369,414266,2350.248187050223,61.76000000000001,2412.0083,362737,210912,573649
09,148,1580087,288442,1868529,.7164734,.026161654,.74263507,73918,54806,5704,79622,590.09839,3495.4192,676.9574,9323236.810413361,13164128.40759277,3862617.298938751,3686018.017578125,1009909.40234375,322568.40625,21,106,416,18,8,38,7,41,8,9,28,1,0,35.381901,49.958172,14.658722,73.445671,20.122929,6.42733,842374,737713,245383,130183,115200,319437,170802,148635,476,257,219,1005932,602521,403411,574155,239853,334302,483521,398997,84524,328116,34921,230427,217507,12920,66589,7329,11092,7086,4006,47600,36934,10666,120484,70881,49603,34491,16430,18061,38606,16200,8045,2985,5060,23142,12860,10282,96499,59377,37122,25647,12735,12912,44987,33153,11834,5794,2239,3555,20071,11250,8821,23985,11504,12481,8844,3695,5149,9819,5453,4366,2251,746,1505,3071,1610,1461,1096566,443377,653189,721596,5409,0,235836,.15436849,263503,50187,313690,2677.667026184499,82.52,2760.187,363037,61745,424782
09,149,3037301,644595,3681896,.72573745,.049484849,.7752223,134288,90882,23399,157687,667.88409,3524.8425,778.32819,34189830.01364899,12515101.5020256,3750872.303817749,9499564.9453125,1166490.805664063,361834.8049621582,28,116,471,44,8,34,10,57,8,11,74,11,0,67.636871,24.758307,7.4202552,86.136513,10.577058,3.2809067,1630376,1406925,566470,298662,267808,553486,296604,256882,7,2,5,1224505,799893,424612,1812796,830483,982313,927552,779681,147871,660607,68230,501286,470638,30648,122883,11405,17892,10000,7892,75371,57086,18285,198715,119074,79641,53320,25949,27371,68374,22508,14259,4279,9980,40254,20472,19782,160974,99827,61147,39175,19855,19320,76674,59298,17376,11229,3191,8038,33896,17483,16413,37741,19247,18494,14145,6094,8051,14208,9076,5132,3030,1088,1942,6358,2989,3369,2109749,850695,1259054,1524863,19938,29496,521224,.17507148,505491,110285,615776,4547.646646324545,182.872,4730.5186,728837,146926,875763
09,150,2879950,1568409,4448359,.46352184,.048027039,.51154888,178918,101111,32027,210945,757.93317,5681.2002,1091.4045,39436279.55019379,6588019.011657715,2079695.495130539,26129097.703125,1198258.802978516,247938.4003295898,30,111,633,27,14,48,52,57,6,6,53,17,0,81.981461,13.695395,4.3233409,94.758194,4.3455324,.8991583,1530356,1349594,495582,260533,235049,442422,235417,207005,365,196,169,1332606,846768,485838,1547344,683588,863756,894353,738370,155983,576347,75884,304958,286996,17962,166338,12580,38072,21223,16849,130283,101790,28493,242122,162023,80099,40138,26723,13415,81248,19863,34023,12691,21332,66850,41361,25489,200241,137468,62773,32988,22641,10347,84710,69179,15531,25394,9866,15528,57149,35782,21367,41881,24555,17326,7150,4082,3068,16401,12069,4332,8629,2825,5804,9701,5579,4122,1985597,791986,1193611,1629876,18109,174658,323067,.35258147,481039,275745,756784,3799.741450250149,276.0700000000001,4075.8115,652231,391681,1043912
09,151,1679592,351415,2031007,.68944895,.031541921,.7209909,129588,80872,8853,138441,534.99048,7771.2295,637.73889,23932837.81497192,4832624.907617569,1136868.30301857,6023105.1953125,264233.0913085938,65848.10052490234,12,59,56,18,8,26,36,28,5,1,31,1,0,80.035973,16.161221,3.8019044,94.781898,4.1580734,1.036211,886789,792803,260750,136188,124562,304273,161070,143203,1495,782,713,861548,538786,322762,818044,348003,470041,513687,444194,69493,348750,32483,189913,181547,8366,119600,9988,8949,4949,4000,52783,42654,10129,132454,95444,37010,20202,12096,8106,64335,16537,8114,2928,5186,23266,16085,7181,108086,80951,27135,14904,9903,5001,67532,55088,12444,6116,2357,3759,19534,13603,5931,24368,14493,9875,5298,2193,3105,13340,9247,4093,1998,571,1427,3732,2482,1250,1165905,442595,723310,1146931,5764,20644,195677,.17302501,299026,63547,362573,3139.480007904349,45.22,3184.7,381233,82182,463415
09,152,2412446,594092,3006538,.67662472,.033170693,.70979536,158696,93585,16324,175020,586.83289,7328.1362,717.20355,28326758.48334503,10932261.70722198,3246137.493007064,9233331.984375,784820.7890625,225278.6005859375,9,89,497,13,9,34,8,63,4,9,57,2,0,66.642258,25.719519,7.6369462,90.130531,7.6609735,2.1990414,1293714,1118732,425780,223334,202446,479352,257180,222172,251,122,129,1156822,725363,431459,1255624,568351,687273,719110,630984,88126,515060,45272,314605,301708,12897,148310,10386,12015,7083,4932,75016,57959,17057,158778,115924,42854,22818,15107,7711,76295,17290,8906,3557,5349,33469,20965,12504,130046,98679,31367,17317,12423,4894,77398,65383,12015,6753,2803,3950,28578,18070,10508,28732,17245,11487,5501,2684,2817,16187,10912,5275,2153,754,1399,4891,2895,1996,1693336,662730,1030606,1808367,6879,59606,321484,.19760004,425057,102444,527501,4110.959037402645,81.06999999999999,4192.0288,560332,139171,699503
09,153,3560208,461035,4021243,.74722022,.022303181,.76952338,246466,158741,11414,257880,556.68335,5240.8208,620.24042,38226822.46989441,21956824.94339442,5941844.801218033,7139388.96875,919830.41796875,324501.2985839844,13,38,105,20,17,68,69,63,12,7,69,6,1,57.810375,33.20528,8.9858446,85.163055,10.972307,3.8708525,1880679,1679529,601557,312944,288613,1019387,536713,482674,52446,26460,25986,1746934,1076152,670782,1813274,804527,1008747,1125978,939186,186792,758812,91088,469557,439989,29568,219883,26583,23350,14852,8498,110527,84088,26439,276078,180374,95704,48705,28969,19736,115590,43151,16492,6448,10044,52140,29367,22773,228603,154061,74542,38824,23941,14883,134645,100937,33708,11901,4697,7204,43233,24486,18747,47475,26313,21162,9881,5028,4853,24096,14653,9443,4591,1751,2840,8907,4881,4026,2434230,941493,1492737,1515549,9958,72846,479515,.11464987,661245,83832,745077,6395.391560852528,87.97000000000001,6483.3618,849900,108349,958249
09,154,3953208,530784,4483992,.72747308,.018468371,.74594146,251672,205046,10781,262453,691.45612,4975.9443,769.93054,28671441.3936615,30981922.42028046,11812305.88655853,6885381.265625,1349165.79296875,475740.2978515625,37,150,567,24,27,74,44,90,14,13,75,2,1,40.119278,43.35228,16.528683,79.043282,15.488248,5.4614367,2098123,1855085,676004,350180,325824,1393577,738958,654619,1257,667,590,1952518,1214326,738192,2000690,883797,1116893,1262595,1038888,223707,793537,106686,493000,457461,35539,221068,30604,33904,22094,11810,121647,92914,28733,362372,245351,117021,68989,44951,24038,150520,54526,22126,10003,12123,66211,39877,26334,293763,203671,90092,55168,37270,17898,165929,125072,40857,16576,7643,8933,56090,33686,22404,68609,41680,26929,13821,7681,6140,39117,25448,13669,5550,2360,3190,10121,6191,3930,2690613,1059235,1631378,2048717,8124,59969,501124,.1183731,714655,87109,801764,5717.221640039235,106.67,5823.8916,900223,123419,1023642
