lgd_state_id,lgd_district_id,pc11r_pca_tot_p,pc11u_pca_tot_p,pc11_pca_tot_p,pc11r_ag_main_share,pc11u_ag_main_share,pc11_ag_main_share,pc11r_pca_main_al_p,pc11r_pca_marg_al_p,pc11u_pca_main_al_p,pc11_pca_main_al_p,pc11r_pdensity,pc11u_pdensity,pc11_pdensity,pc11r_pca_tot_work_p,pc11r_pca_main_cl_p,pc11r_pca_main_hh_p,pc11r_pca_main_ot_p,pc11r_pca_margwork_p,pc11r_pca_marg_cl_p,pc11r_pca_marg_hh_p,pc11r_pca_marg_ot_p,pc11r_pca_margwork36_p,pc11r_pca_marg_cl36_p,pc11r_pca_marg_al36_p,pc11r_pca_marg_hh36_p,pc11r_pca_marg_ot36_p,pc11r_pca_margwork03_p,pc11r_pca_marg_cl03_p,pc11r_pca_marg_al03_p,pc11r_pca_marg_hh03_p,pc11r_pca_marg_ot03_p,pc11r_pca_non_work_p,pc11u_pca_main_cl_p,pc11_pca_main_cl_p,pc11_vd_area,pc11_td_area,pc11_area,pc11r_pca_mainwork_p,pc11u_pca_mainwork_p,pc11_pca_mainwork_p
01,001,708161,282887,991048,.28166986,.027839214,.30950907,14972,43841,2108,17080,1136.1935,4673.501,1449.3136,264383,31003,3494,56101,158813,84185,7275,23512,99466,48689,29561,4364,16852,59347,35496,14280,2911,6660,443778,2436,33439,623.2750011384487,60.53,683.80505,105570,57653,163223
01,002,563154,97912,661066,.31420684,.021720437,.33592728,9240,19388,925,10165,983.94098,2241.5752,1073.1151,153671,27301,12668,41472,62990,16790,12524,14288,47107,11852,14766,9218,11271,15883,4938,4622,3306,3017,409483,1601,28902,572.3453002199531,43.68,616.02527,90681,25615,116296
01,003,796498,182500,978998,.25303188,.015673459,.26870534,17230,39872,1375,18605,836.60834,2871.3027,963.94501,225754,28296,7005,72334,100889,24976,6816,29225,74395,16668,29000,5147,23580,26494,8308,10872,1669,5645,570744,1445,29741,952.056001521647,63.56,1015.616,124865,55057,179922
01,004,366810,32689,399499,.35418808,.00068584492,.35487396,3900,7979,33,3933,281.37735,1655.1393,301.87936,137409,23987,561,40600,68361,43707,1321,15354,49090,29900,6189,649,12352,19271,13807,1790,672,3002,229401,21,24008,1303.622991226614,19.75,1323.373,69048,9687,78735
01,005,725784,765013,1490797,.14184253,.012656587,.15449911,13685,17735,1876,15561,354.25699,3034.2007,647.92474,225693,43213,3869,100881,64045,19616,2064,24630,50216,15189,12894,1554,20579,13829,4427,4841,510,4051,500091,3201,46414,2048.750002894551,252.1300000000001,2300.8799,161648,239487,401135
01,007,522443,89713,612156,.38121319,.013878148,.39509133,9359,11165,789,10148,221.29257,2114.875,254.71585,171113,44864,2067,61209,53614,22523,1617,18309,40821,16527,8538,1311,14445,12793,5996,2627,306,3864,351330,1185,46049,2360.869991376996,42.42,2403.2898,117499,24739,142238
01,008,733530,104729,838259,.1860235,.010027902,.1960514,8671,41683,699,9370,1248.9139,2212.2729,1320.7703,185908,13330,2193,69850,91864,18922,4142,27117,64511,13127,27550,3133,20701,27353,5795,14133,1009,6416,547622,487,13817,587.3343042060733,47.34,634.67432,94044,24226,118270
01,010,437028,38630,475658,.31188798,.011671284,.32355925,5531,25202,321,5852,409.11414,1604.2358,435.46066,146725,17210,1073,37334,85577,35510,2696,22169,59375,21903,19786,1752,15934,26202,13607,5416,944,6235,290303,530,17740,1068.229999393225,24.08,1092.3099,61148,11766,72914
01,011,444191,80462,524653,.25167334,.010918419,.26259175,5939,23698,460,6399,837.68622,2087.2114,922.37048,145942,17411,2912,45610,74070,27449,5155,17768,46733,15700,14879,3311,12843,27337,11749,8819,1844,4925,298249,553,17964,530.259399369359,38.55,568.80939,71872,20907,92779
01,012,583955,52314,636269,.36963895,.0050361222,.37467507,5935,17668,207,6142,241.46796,2389.8584,260.73993,260509,41700,1501,54875,156498,92380,2851,43599,100114,56708,12361,2045,29000,56384,35672,5307,806,14599,323446,442,42142,2418.353991847485,21.89,2440.2439,104011,24858,128869
01,013,8092,1219516,1227608,.00068399246,.038112059,.038796052,78,140,6243,6321,1019.1436,76554.68,51428.906,2278,147,47,1055,951,121,142,548,659,105,92,47,415,292,16,48,95,133,5814,6294,6441,7.939999938011169,15.93,23.870001,1327,327624,328951
01,014,443102,108208,551310,.39734557,.0061874986,.40353307,3568,7513,337,3905,203.71831,2475.0229,248.47304,194838,56668,803,48539,85260,53855,1359,22533,68973,43821,5425,960,18767,16287,10034,2088,399,3766,248264,601,57269,2175.072000183165,43.72000000000001,2218.792,109578,42018,151596
01,620,215831,14865,230696,.50856477,.0011404804,.50970525,3566,12682,17,3583,135.23119,23595.238,144.48798,78096,19176,393,17124,37837,20031,770,4354,26435,14165,8294,544,3432,11402,5866,4388,226,922,137735,34,19210,1596.014996081591,.63,1596.645,40259,4459,44718
01,621,248907,11811,260718,.48076072,.0018975732,.4826583,3244,5071,47,3291,210.95351,783.22284,218.17517,76552,19558,958,19603,33189,18651,1514,7953,25201,13397,3812,1341,6651,7988,5254,1259,173,1302,172355,43,19601,1179.913997247815,15.08,1194.9939,43363,4066,47429
01,622,307843,80613,388456,.39775282,.066081464,.46383426,7443,15286,876,8319,947.12646,1626.2457,1036.9932,115127,20877,2036,24075,60696,32585,2558,10267,37917,18001,10573,1750,7593,22779,14584,4713,808,2674,192716,3829,24706,325.0283994190395,49.57,374.59842,54431,16769,71200
01,623,316077,65361,381438,.25596079,.018325813,.2742866,8320,20212,839,9159,1087.8014,1316.9656,1121.2334,118459,10005,7681,30208,62245,14131,8538,19364,43779,8810,14069,6503,14397,18466,5321,6143,2035,4967,197618,473,10478,290.5650020092726,49.63,340.19501,56214,15379,71593
01,624,254535,53615,308150,.19840178,.0096588144,.20806059,2153,3451,165,2318,319.71979,1383.256,369.0954,72085,12123,940,40398,16471,3808,399,8813,12672,2972,2503,317,6880,3799,836,948,82,1933,182450,530,12653,796.1190006881952,38.75999999999999,834.87903,55614,16341,71955
01,625,214216,16360,230576,.59841579,.0046310849,.60304689,2608,6097,103,2711,773.34186,3029.6296,816.48615,70006,25949,929,12569,27951,16669,1225,3960,19893,11739,4408,661,3085,8058,4930,1689,564,875,144210,118,26067,277.0004005208611,5.4,282.40039,42055,5666,47721
01,626,224083,47039,271122,.19032185,.015692629,.20601448,4640,11021,529,5169,1050.2823,1851.9291,1135.5658,75383,4638,1498,28156,36451,7676,4536,13218,25234,4791,6970,3190,10283,11217,2885,4051,1346,2935,148700,236,4874,213.3550002351403,25.4,238.75499,38932,9817,48749
01,627,284637,26996,311633,.55637789,.010737017,.56711489,1177,2169,115,1292,170.74692,692.02771,182.66656,132150,47688,264,29626,53395,46010,238,4978,43293,36829,1905,193,4366,10102,9181,264,45,612,152487,828,48516,1667.010995164514,39.01,1706.021,78755,9072,87827
02,015,356827,25129,381956,.398884,.0046322262,.40351623,1136,2939,27,1163,355.14893,1441.7097,373.67719,195691,40111,1367,52439,100638,85322,1037,11340,72229,59429,2373,793,9634,28409,25893,566,244,1706,161136,452,40563,1004.724999722093,17.43,1022.155,95053,8353,103406
02,016,482965,36108,519073,.45593914,.00054334197,.4564825,2629,6433,21,2650,177.26511,1740.1445,189.078,280852,51915,1835,51563,172910,144437,2562,19478,112316,92086,4840,1774,13616,60594,52351,1593,788,5862,202113,44,51959,2724.535005443031,20.75,2745.2849,107942,11688,119630
02,017,423338,31430,454768,.45375854,.0016329378,.45539147,3429,5165,46,3475,398.86328,2707.1489,423.8399,230983,53814,1669,58616,113455,92301,1360,14629,76623,60522,3771,1136,11194,36832,31779,1394,224,3435,192355,160,53974,1061.361200835556,11.61,1072.9712,117528,8625,126153
02,018,1422569,86281,1508850,.25433072,.0022893145,.25662005,10816,43247,305,11121,326.52722,1808.4469,342.58002,644736,68950,7112,200923,356935,233065,7790,72833,235216,144739,32611,5577,52289,121719,88326,10636,2213,20544,777833,413,69363,4356.662615951151,47.71000000000001,4404.3726,287801,25830,313631
02,019,84121,0,84121,.5910179,0,.5910179,1759,778,0,1759,112.92081,,112.92081,56273,25890,614,18519,9491,7105,330,1278,5941,4376,633,145,787,3550,2729,145,185,491,27848,0,25890,744.9556965306401,0,744.95569,46782,0,46782
02,020,396427,41391,437818,.71471459,.0057102474,.72042483,6881,4903,291,7172,658.83704,2416.2871,707.48492,252090,131675,1474,38407,73653,64237,806,3707,42505,35797,3445,394,2869,31148,28440,1458,412,838,144337,816,132491,601.7072009388357,17.13,618.83722,178437,15425,193862
02,021,31564,0,31564,.60171163,0,.60171163,263,309,0,263,74.417786,,74.417786,19295,8877,155,5895,4105,2350,12,1434,2744,1517,242,9,976,1361,833,67,3,458,12269,0,8877,424.1459008026868,0,424.1459,15190,0,15190
02,022,937140,62637,999777,.53736353,.0016082828,.53897184,4713,10914,96,4809,273.4823,2250.7007,289.41095,549714,147981,3567,107190,286263,238809,3147,33393,201190,166758,8010,2404,24018,85073,72051,2904,743,9375,387426,361,148342,3426.693598194979,27.83,3454.5237,263451,20703,284154
02,023,612529,201351,813880,.5513531,.0068201357,.55817324,16787,8081,699,17486,173.90662,3630.5625,227.49127,346262,155083,3622,61631,109139,89959,2111,8988,83229,68493,6511,1208,7017,25910,21466,1570,903,1971,266267,1427,156510,3522.171888929792,55.46,3577.6318,237123,74601,311724
02,024,472690,57165,529855,.6262055,.0026817117,.62888718,5751,4709,202,5953,213.76974,2986.677,237.56577,260263,115674,1948,52445,84445,66860,2581,10295,56455,42743,3651,1868,8193,27990,24117,1058,713,2102,212427,318,115992,2211.211003609002,19.14,2230.3508,175818,18088,193906
02,025,478173,102147,580320,.38745183,.0040458869,.3914977,5594,4349,170,5764,294.20734,3023.8899,349.7858,253163,79349,2141,89021,77058,61076,1832,9801,55972,42847,3602,1028,8495,21086,18229,747,804,1306,225010,717,80066,1625.292498257011,33.78,1659.0725,176105,43130,219235
02,026,476260,44913,521173,.30760249,.010187237,.31778973,6559,12123,493,7052,323.93839,2195.1614,349.62152,199505,34808,1984,77182,78972,48758,1127,16964,56965,32453,9335,952,14225,22007,16305,2788,175,2739,276755,877,35685,1470.217802138999,20.46,1490.6777,120533,13949,134482
03,027,1156045,1334611,2490656,.23952879,.023270762,.26279956,79836,27983,11412,91248,481.98047,6039.7837,950.81323,423214,108734,14023,147137,73484,7492,5113,32896,59238,6341,22346,3752,26799,14246,1151,5637,1361,6097,732831,6908,115642,2398.530798494816,220.97,2619.5007,349730,437524,787254
03,028,889308,499217,1388525,.46100318,.03066639,.49166957,84907,35276,6457,91364,288.13477,3137.9534,427.82806,369392,123779,6683,76183,77840,9790,3361,29413,59664,6932,26287,2605,23840,18176,2858,8989,756,5573,519916,7425,131204,3086.430805265903,159.09,3245.521,291552,161126,452678
03,029,400457,217051,617508,.45398733,.024987528,.47897488,38432,12284,2634,41066,278.05084,4824.4277,415.76889,144520,48014,3476,31533,23065,2464,1378,6939,17386,1995,8744,975,5672,5679,469,3540,403,1267,255937,2124,50138,1440.229394316673,44.99,1485.2194,121455,68960,190415
03,030,414157,185482,599639,.29938656,.013737518,.31312409,16369,3501,1243,17612,371.97827,2388.0779,503.44974,147936,41318,4519,69143,16587,1318,880,10888,12951,1114,2677,671,8489,3636,204,824,209,2399,266221,1404,42722,1113.390300810337,77.67,1191.0603,131349,61335,192684
03,031,679586,285467,965053,.45788506,.027894374,.48577943,52412,30513,3433,55845,305.67233,3246.895,417.56039,255172,79909,4604,60670,57577,10102,2042,14920,34412,4928,17105,1442,10937,23165,5174,13408,600,3983,424414,4628,84537,2223.249999076128,87.92,2311.1699,197595,91388,288983
03,032,1260572,361153,1621725,.38570982,.013484851,.39919469,55296,21222,3381,58677,512.03839,3168.8428,629.5907,416469,116552,13913,152030,78678,9008,6413,42035,64728,7314,16770,4677,35967,13950,1694,4452,1736,6068,844103,2627,119179,2461.870000079274,113.97,2575.8401,337791,107746,445537
03,033,1251656,334969,1586625,.30981654,.011522806,.32133934,46941,23387,2546,49487,385.16028,2354.1289,467.75616,385166,80397,9295,174446,74087,6881,3310,40509,55649,5245,17517,2526,30361,18438,1636,5870,784,10148,866490,2190,82587,3249.70160420239,142.29,3391.9917,311079,99932,411011
03,034,1032355,1161171,2193526,.17773698,.016300557,.19403754,46344,12592,6027,52371,428.34073,4774.3555,826.70502,349997,76214,10130,171110,46199,3151,2428,28028,36394,2513,9715,1850,22316,9805,638,2877,578,5712,682358,5213,81427,2410.125700548291,243.21,2653.3357,303798,385749,689547
03,035,532706,282462,815168,.32517487,.021038806,.34621367,30070,8543,2818,32888,354.75885,3151.4226,512.28784,181044,50641,4593,70505,25235,1944,1109,13639,21045,1648,7031,855,11511,4190,296,1512,254,2128,351662,2404,53045,1501.600296795368,89.63,1591.2303,155809,92399,248208
03,036,1429031,2069708,3498739,.17042929,.016764531,.18719383,69073,15889,10488,79561,419.21057,6429.6616,937.80817,530823,124987,19410,242738,74615,5289,7078,46359,60131,4536,12858,4868,37869,14484,753,3031,2210,8490,898208,8601,133588,3408.862101614475,321.9,3730.762,456208,682446,1138654
03,037,606147,163604,769751,.58206534,.021935875,.60400122,56472,29831,2836,59308,291.76425,3361.4958,362.0325,270272,87400,5658,47519,73223,15677,4764,22951,52916,10711,21509,3863,16833,20307,4966,8322,901,6118,335875,2586,89986,2077.523197233677,48.67,2126.1931,197049,50126,247175
03,038,768564,227246,995810,.47441503,.020427974,.49484301,60830,17822,3385,64215,354.98532,4576.9585,449.6348,274633,83831,10794,74506,44672,4752,3842,18256,35325,3751,13272,2681,15621,9347,1001,4550,1161,2635,493931,2844,86675,2165.05859708786,49.65000000000001,2214.7085,229961,74964,304925
03,039,649705,252191,901896,.55564493,.0268136,.5824585,80798,24748,4324,85122,250.01828,4020.9023,338.88666,248437,78786,2791,45686,40376,4228,657,10743,29192,3031,17141,447,8573,11184,1197,7607,210,2170,401268,3377,82163,2598.63000535965,62.72,2661.3501,208061,79144,287205
03,040,486894,125416,612310,.31036788,.017255789,.32762367,15191,5599,1365,16556,409.72272,1862.153,487.62445,162775,38660,5362,76757,26805,2234,1689,17283,21872,1663,4343,1413,14453,4933,571,1256,276,2830,324119,1629,40289,1188.350003942847,67.34999999999999,1255.7,135970,37537,173507
03,041,1169685,763280,1932965,.29413494,.014471265,.30860621,63551,22979,3850,67401,373.16379,4918.3579,587.58124,399487,107447,10583,155200,62706,4059,3120,32548,47434,3369,16935,2398,24732,15272,690,6044,722,7816,770198,4563,112010,3134.508301049471,155.19,3289.6982,336781,244578,581359
03,042,506820,177807,684627,.27842686,.0086710704,.28709793,14212,6263,753,14965,390.45227,3197.9675,505.76996,175762,39861,7781,81014,32894,4746,3097,18788,26599,3435,4978,2549,15637,6295,1311,1285,548,3151,331058,931,40792,1298.033200442791,55.6,1353.6332,142868,51341,194209
03,043,1139204,515965,1655169,.4079217,.037217483,.44513917,64660,18234,7479,72139,357.8905,3239.9685,495.21002,396491,139216,10103,127078,55434,6371,2787,28042,44753,5377,14238,2116,23022,10681,994,3996,671,5020,742713,11122,150338,3183.107700288296,159.25,3342.3577,341057,158735,499792
03,605,404842,190685,595527,.4370662,.048494373,.48556057,26985,7360,4725,31710,298.01071,3757.3398,422.5899,142644,54499,2726,40779,17655,1398,883,8014,12891,966,4989,671,6265,4764,432,2371,212,1749,262198,4316,58815,1358.481403172016,50.75,1409.2314,124989,61445,186434
03,608,413262,544611,957873,.1425405,.022830183,.16537067,12286,3292,3116,15402,443.38153,3165.7908,867.5611,149650,31250,6446,79038,20630,1792,1442,14104,16252,1473,2561,1136,11082,4378,319,731,306,3022,263612,3857,35107,932.0685997307301,172.03,1104.0986,129020,176409,305429
03,609,978116,141795,1119911,.52559018,.015133174,.54072332,58429,19490,2801,61230,415.65454,4130.3525,469.06784,333934,107863,14470,92750,60422,5930,4938,30064,49315,4819,15229,3868,25399,11107,1111,4261,1070,4665,644182,1987,109850,2353.194497048855,34.33,2387.5247,273512,42879,316391
03,651,796648,267089,1063737,.54485601,.014388183,.55924422,95397,42138,2367,97764,280.96683,5272.187,368.57999,310598,84023,2808,63192,65178,10291,677,12072,44674,6780,28136,526,9232,20504,3511,14002,151,2840,486050,2371,86394,2835.381105273962,50.66,2886.041,245420,83878,329298
03,662,378432,298166,676598,.14609884,.017360089,.16345893,10358,6937,1732,12090,455.72363,2792.8625,721.9679,110783,15975,2601,57036,24813,1728,1474,14674,19777,1392,5391,1075,11919,5036,336,1546,399,2755,267649,1397,17372,830.3979979753494,106.76,937.15802,85970,94271,180241
04,044,0,1026459,1026459,0,.0080855908,.0080855908,0,0,1258,1258,,9371.4873,9371.4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,1768,0,109.53,109.53,0,374246,374246
05,045,560192,62314,622506,.67649865,.00062164932,.67712033,3984,6234,41,4025,200.03096,1746.4686,219.48544,276913,132045,2562,42553,95769,75436,1509,12590,67187,51494,4952,1111,9630,28582,23942,1282,398,2960,283279,84,132129,2800.526400955394,35.68,2836.2063,181144,19934,201078
05,046,250819,9079,259898,.72560674,.0016648524,.72727156,2699,6236,34,2733,252.60236,1650.7273,260.30405,120867,53960,1616,17647,44945,31060,1318,6331,35049,24411,4902,1093,4643,9896,6649,1334,225,1688,129952,96,54056,992.9400431905524,5.5,998.44006,75922,2163,78085
05,047,331899,59396,391295,.59013772,.023921449,.61405915,874,2688,198,1072,97.969551,1502.5551,114.16981,157753,67042,1954,24617,63266,50751,2107,7720,46933,37974,1872,1232,5855,16333,12777,816,875,1865,174146,2555,69597,3387.777105906047,39.52999999999999,3427.3071,94487,20598,115085
05,048,221615,38343,259958,.52732432,.014156357,.54148066,1763,1991,217,1980,190.7036,2940.4141,221.21613,88248,31315,715,18512,35943,28112,565,5275,26735,20599,1493,465,4178,9208,7513,498,100,1097,133367,671,31986,1162.091329227827,13.04,1175.1313,52305,10423,62728
05,049,754894,941941,1696835,.15295942,.012592657,.16555208,16803,15455,3621,20424,280.47437,3459.2031,572.52197,265410,57875,7243,124125,59364,15994,2963,24952,47572,11844,11960,2365,21403,11792,4150,3495,598,3549,489484,2527,60402,2691.490301251411,272.3,2963.7903,206046,282175,488221
05,050,1197328,693094,1890422,.31510323,.015912285,.33101553,71227,26133,4726,75953,692.20746,5716.7104,1021.3174,359251,84797,7518,135252,60457,5468,3723,25133,49946,4304,21190,3078,21374,10511,1164,4943,645,3759,838077,3153,87950,1729.724187223241,121.24,1850.9642,298794,196358,495152
05,051,583090,371734,954824,.39892051,.008723666,.40764418,18536,14376,1082,19618,292.22125,3797.8545,456.14389,258778,99718,4183,69049,67292,35726,2349,14841,47932,22955,11126,1658,12193,19360,12771,3250,691,2648,324312,1504,101222,1995.371691276552,97.88000000000001,2093.2517,191486,104949,296435
05,052,574568,112703,687271,.47982535,.0030710476,.48289639,3903,9324,251,4154,182.14951,1561.6322,213.0052,240786,74999,2655,53240,105989,75168,1946,19551,73292,50400,7223,1483,14186,32697,24768,2101,463,5365,333782,254,75253,3154.375736948103,72.17,3226.5457,134797,29642,164439
05,053,413107,69605,482712,.6102463,.004241168,.61448747,2125,3127,79,2204,183.97014,4218.4849,213.39949,196092,86509,2871,36968,67619,49830,2559,12103,50499,36857,2298,1911,9433,17120,12973,829,648,2670,217015,537,87046,2245.51109921094,16.5,2262.011,128473,16770,145243
05,054,232435,9925,242360,.73542333,.0044062347,.7398296,1409,1642,110,1519,416.28885,778.4314,424.37381,108582,56674,1291,15820,33388,26181,611,4954,25996,20264,1345,480,3907,7392,5917,297,131,1047,123853,238,56912,558.3503010859713,12.75,571.10028,75194,3785,78979
05,055,549084,70139,619223,.60817826,.001216501,.60939479,3505,4471,77,3582,332.80197,1060.9438,360.85425,257657,97483,1945,42287,112437,89469,1632,16865,79831,64043,2883,1280,11625,32606,25426,1588,352,5240,291427,125,97608,1649.88200130465,66.11,1715.9919,145220,20830,166050
05,056,1062142,586760,1648902,.41170728,.03704394,.44875121,96377,53687,11226,107603,482.78287,4801.2437,710.0448,406129,89205,10435,96232,113880,27293,7901,24999,86550,19570,40868,5763,20349,27330,7723,12819,2138,4650,656013,5472,94677,2200.040800919756,122.21,2322.2507,292249,158513,450762
05,057,305781,24305,330086,.76830494,.0046740985,.77297902,2324,1948,65,2389,44.340614,899.51886,47.678215,149067,96301,1697,20893,27852,20219,1072,4613,21309,15196,1379,776,3958,6543,5023,569,296,655,156714,535,96836,6896.183502072003,27.02,6923.2036,121215,7152,128367
06,058,627576,500774,1128350,.2601299,.024856405,.28498632,35672,14406,5450,41122,458.18167,3748.3083,750.57709,195846,47433,5234,74750,32757,2552,1217,14582,27216,2122,11752,959,12383,5541,430,2654,258,2199,431730,2491,49924,1369.710003465414,133.6,1503.3099,163089,156386,319475
06,059,867184,264985,1132169,.55757934,.02752129,.58510059,37373,32141,4675,42048,268.42981,5032.9536,344.83389,345507,136599,4053,66369,101113,47522,3793,17657,81568,37073,26383,3057,15055,19545,10449,5758,736,2602,521677,3912,140511,3230.580001235008,52.65,3283.23,244394,67619,312013
06,060,370878,1438855,1809733,.061873633,.025012316,.086885944,10984,6427,8398,19382,710.09973,6587.5605,2443.241,106758,19663,3978,49831,22302,2659,1423,11793,18311,2176,5327,1217,9591,3991,483,1100,206,2202,264120,3991,23654,522.2900015711784,218.42,740.70996,84456,410860,495316
06,061,762423,179588,942011,.57804847,.015615284,.59366375,58624,36123,2433,61057,305.03387,5169.4878,371.7178,312610,106847,3028,67514,76597,23234,1705,15535,58687,16445,28167,1249,12826,17910,6789,7956,456,2709,449813,2037,108884,2499.469995379448,34.73999999999999,2534.21,236013,50245,286258
06,062,472179,1042253,1514432,.10085323,.022554524,.12340776,10113,8939,5612,15725,490.5705,3704.4712,1217.5261,158462,39047,3621,72152,33529,11041,1186,12363,27216,9214,7079,1006,9917,6313,1827,1860,180,2446,313717,5382,44429,962.5099976062775,281.35,1243.86,124933,362508,487441
06,063,1190443,553488,1743931,.52169979,.028413465,.5501132,78160,53669,7896,86056,302.29099,3753.2244,426.85446,507084,198981,6247,90518,133178,53802,2462,23245,104990,41023,42905,2064,18998,28188,12779,10764,398,4247,683359,7198,206179,3938.069993019104,147.47,4085.54,373906,157321,531227
06,064,715066,243339,958405,.40802655,.021038152,.42906469,17385,24166,2048,19433,397.6853,2999.7412,510.00964,253833,83176,4399,77728,71145,25664,2368,18947,56929,18803,19621,2000,16505,14216,6861,4545,368,2442,461233,3137,86313,1798.070003032684,81.12,1879.1899,182688,63769,246457
06,065,1023389,305583,1328972,.57059604,.022917874,.59351391,52190,42790,4058,56248,384.59824,4060.364,485.70166,427644,167231,3643,81842,122738,55864,1914,22170,95891,42034,34182,1419,18256,26847,13830,8608,495,3914,595745,4755,171986,2660.930009126663,75.26000000000001,2736.1899,304906,79641,384547
06,066,843473,236011,1079484,.527861,.029767063,.5576281,45415,35144,4212,49627,389.21381,2262.8093,475.24628,303403,108703,4421,70532,74332,16050,2088,21050,56675,10304,27397,1505,17469,17657,5746,7747,583,3581,540070,4479,113182,2167.12000387907,104.3,2271.4202,229071,62896,291967
06,067,1050259,454810,1505069,.421009,.02716485,.44817385,76343,47579,6572,82915,444.19119,6596.229,618.5097,362988,96866,6257,99554,83968,10117,2434,23838,68952,7633,38939,1830,20550,15016,2484,8640,604,3288,687271,4604,101470,2364.430000469089,68.95,2433.3799,279020,132394,411414
06,068,685430,279225,964655,.42269784,.018495718,.44119355,58445,23728,2841,61286,429.97391,3754.5381,578.16052,247273,62406,2844,79693,43885,3946,1216,14995,33386,2559,18019,896,11912,10499,1387,5709,320,3083,438157,2447,64853,1594.120000556111,74.37,1668.49,203388,82516,285904
06,069,789233,132855,922088,.44205329,.013808721,.45586199,10103,26599,670,10773,414.33032,4028.3506,475.8378,297964,83790,3181,81990,118900,62333,2273,27695,87067,43918,19275,1733,22141,31833,18415,7324,540,5554,491269,2263,86053,1904.840001821518,32.98,1937.8199,179064,33338,212402
06,070,248063,313230,561293,.1423391,.012054848,.15439394,7061,3769,1569,8630,514.26941,4443.6089,1015.2718,94727,18963,2285,46937,19481,6750,1165,7797,14867,4469,3131,862,6405,4614,2281,638,303,1392,153336,635,19598,482.3599997758865,70.49000000000001,552.84998,75246,107585,182831
06,071,650607,555085,1205692,.26789036,.020440238,.28833061,31518,25119,4673,36191,539.17114,6995.3999,937.53021,222057,59333,3783,73168,54255,10334,1965,16837,42231,8006,18464,1472,14289,12024,2328,6655,493,2548,428550,2259,61592,1206.679997488856,79.35000000000001,1286.03,167802,171333,339135
06,072,666902,233430,900332,.32281321,.014675145,.33748835,9376,17243,1076,10452,468.85687,3597.3186,605.35065,264375,71398,3942,98045,81614,28433,3168,32770,59851,18783,11844,2541,26683,21763,9650,5399,627,6087,402527,2596,73994,1422.399998098612,64.89,1487.29,182761,67458,250219
06,073,615040,446164,1061204,.32712692,.022664899,.34979182,17578,14605,3038,20616,400.41666,4209.8887,646.29535,212681,76945,3555,68710,45893,14789,1817,14682,38718,11968,12235,1582,12933,7175,2821,2370,235,1749,402359,3511,80456,1536.000000596046,105.98,1641.98,166788,122161,288949
06,074,975941,319248,1295189,.57480413,.01916231,.59396648,94458,46270,4659,99117,231.29633,5412.8179,302.72601,396743,134986,5523,71161,90615,26052,1835,16458,71858,18842,37940,1508,13568,18757,7210,8330,327,2890,579198,2990,137976,4219.440000593662,58.98,4278.4199,306128,93041,399169
06,075,996637,453364,1450001,.39145032,.022655843,.41410616,48463,44455,5577,54040,490.97595,5528.1553,686.57953,376188,106850,6881,109482,104512,30821,4444,24792,83632,24097,36164,3515,19856,20880,6724,8291,929,4936,620449,3412,110262,2029.909997701645,82.00999999999999,2111.9199,271676,125087,396763
06,076,741376,472829,1214205,.31632864,.016683185,.33301184,50639,18542,3404,54043,488.62497,5175.4487,754.80688,235325,56604,3689,86536,37857,2496,1287,15532,30254,1967,14616,976,12695,7603,529,3926,311,2837,506051,2252,58856,1517.269995670766,91.36,1608.63,197468,141556,339024
06,604,965157,124106,1089263,.50689107,.017328018,.52421904,24204,28617,1222,25426,685.51001,1900.8424,739.37067,258721,79292,3251,72635,79339,22144,1763,26815,64247,17674,22989,1234,22350,15092,4470,5628,529,4465,706436,2316,81608,1407.940000474453,65.29000000000001,1473.23,179382,24796,204178
06,619,806164,236544,1042708,.42557576,.02511386,.45068961,23684,31552,2545,26229,622.35706,5022.1655,776.72601,242228,68637,3348,68398,78161,19311,2187,25111,60441,13843,24453,1634,20511,17720,5468,7099,553,4600,563936,2903,71540,1295.339999109507,47.1,1342.4399,164067,52865,216932
06,701,445939,56337,502276,.59625024,.0086187543,.60486901,10213,16072,644,10857,328.11588,10394.28,368.09991,180695,69483,1850,38013,61136,29450,1270,14344,46454,21586,11562,1041,12265,14682,7864,4510,229,2079,265244,508,69991,1359.089996337891,5.42,1364.51,119559,14103,133662
07,077,17746,582320,600066,.0053524352,.0048450478,.010197483,96,5,511,607,2540.2234,,85895.508,5278,980,102,3874,226,21,11,189,190,14,4,9,163,36,7,1,2,26,12468,463,1443,6.985999822616577,0,6.9860001,5052,195978,201030
07,078,3530,1705816,1709346,.000077473851,.006491588,.0065690614,21,1,2820,2841,13220.973,137621.3,134998.11,1348,22,65,1208,32,5,1,25,27,3,1,0,23,5,2,0,1,2,2182,783,805,.2670000195503235,12.395,12.662,1316,553710,555026
07,079,0,142004,142004,0,.0053655859,.0053655859,0,0,223,223,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,56471,56471
07,080,168739,870232,1038971,.02280366,.007277634,.030081293,3568,1074,1397,4965,1404.9407,49360.863,7543.3159,53762,3902,1073,40505,4714,492,193,2955,3768,443,767,166,2392,946,49,307,27,563,114977,987,4889,120.1039999770001,17.63,137.73399,49048,278531,327579
